Liên kết,Ảnh sản phẩm,Mã sản phẩm,Tên sản phẩm,Mã danh mục,Số sản phẩm đã bán,Giá,Giá thị trường,Tiết kiệm,Phần trăm giảm,Đánh giá trung bình,Số lượt đánh giá,Số lượt hỏi đáp,Barcode,Thương Hiệu,Xuất xứ thương hiệu,Nơi sản xuất,Giới tính,Thành phần sản phẩm,Hướng dẫn sử dụng,Đặc Tính,Loại da,Vấn đề về da
https://hasaki.vn/san-pham/combo-eucryl-kem-danh-rang-bot-lam-trang-rang-huong-bac-ha-50g-111097.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422214368-1702699634_img_385x385_622873_fit_center.jpg,422214368,Combo Eucryl Kem Đánh Răng + Bột Làm Trắng Răng Hương Bạc Hà ,323,77,84.000 ₫,125.000 ₫,41.000 ₫,-33%,0.0,0,1,,Eucryl,Anh,United Kingdom,Tất cả,"
1. Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g
Thành phần chính:


Fluoride: giúp ngăn ngừa sâu răng và bảo vệ men răng hiệu quả.


Silica: có công dụng loại bỏ các mảng bám trên răng và làm răng trắng sáng hơn.


Thành phần đầy đủ: 
Aqua, Sorbitol, Silica, Sodium Lauryl Sulfate, Flavour, Sodium Monofluorophosphate (1122 ppm F), Cellulose Gum, Titanium Dioxide, Sodium Saccharin, Sodium Hydroxide, Limonene
2. Bột Làm Trắng Răng Eucryl Hương Bạc Hà 50g
Aqua, Sodium Lauryl Sulfate, Flavour, Sodium Saccharin, Aluminium Hydroxide, Cl 19140, CI 42090.  ","
1. Kem Đánh Răng Eucryl Làm Trắng Răng Hương Bạc Hà 62g


Làm ướt bàn chải, lấy một lượng kem vừa đủ lên bàn chải đánh răng và tiến hành chải răng như đối với kem đánh răng thông thường.


Thời gian sử dụng: Sử dụng kem đánh răng Eucryl ToothPaste liên tục trong 3 tuần đầu tiên vào các thời điểm như với kem đánh răng thông thường, từ tuần thứ 4 trở đi chỉ sử dụng từ 2 đến 3 lần/ tuần (những ngày còn lại sử dụng những loại kem đánh răng thông thường).


Lưu ý: Nên đi lấy cao răng trước khi sử dụng sản phẩm này để đạt hiệu quả tốt nhất. Bởi với những cao răng đã được hình thành từ lâu thì việc loại bỏ chúng sẽ mất nhiều thời gian hơn.


Không nên dùng cho trẻ em dưới 7 tuổi.


2. Bột Làm Trắng Răng Eucryl Hương Bạc Hà 50g


Làm ướt bàn chải sau đó vẩy bớt nước.


Nhúng đầu bàn chải vào bột.


Chải răng theo cách nha sĩ hướng dẫn từ 2-3 phút.


Súc miệng lại với nước sạch.


Lưu ý:


Sử dụng từ 1-2 lần/tuần kết hợp với kem đánh răng thông thường để loại bỏ các mảng bám cứng đầu trên răng.


Tránh dùng cho răng đang bị sâu, viêm nướu, người đang mắc các chứng bệnh về khoang miệng như zona, nhiệt miệng...


Ngừng sử dụng nếu bị kích thích hoặc mẩn đỏ.


Luôn đậy nắp và ấn mạnh để đóng lại sau khi sử dụng để đảm bảo chất lượng sản phẩm. 


Không dùng bột làm trắng răng EUCRYL cho trẻ em.

 ",,,
https://hasaki.vn/san-pham/nuoc-suc-mieng-listerine-hoi-tho-thom-mat-khong-cay-750ml-87331.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-suc-mieng-listerine-hoi-tho-thom-mat-khong-cay-750ml-1708920812_img_385x385_622873_fit_center.jpg,294100019,Nước Súc Miệng Listerine Hơi Thở Thơm Mát Không Cay 750ml,323,46,125.000 ₫,169.000 ₫,44.000 ₫,-26%,4.9,8,12,8850007813149,Listerine,Mỹ,,Tất cả,"
4 tinh dầu tự nhiên:

Khuynh Diệp: tính sát khuẩn cao
Cỏ Xạ Hương: kháng khuẩn hiệu quả
Bạc Hà: diệt khuẩn vượt trội
Methyl Salicylate: Hương thơm the mát
 ","


Sau khi đánh răng, súc miệng với 20ml Listerine trong 60 giây rồi nhổ đi.


Không được nuốt.


Được khuyên sử dụng hàng ngày.

 ",Vị Không Cay,,
https://hasaki.vn/san-pham/bo-3-ban-chai-danh-rang-p-s-long-to-mem-mai-sieu-mem-moi-101723.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207839-1688029730_img_385x385_622873_fit_center.jpg,422207839,Bộ 3 Bàn Chải Đánh Răng P/S Lông Tơ Mềm Mại Siêu Mềm (Mới),323,152,35.000 ₫,40.000 ₫,5.000 ₫,-12%,0.0,0,2,8934839127947,P/S,Mỹ,Vietnam,Tất cả,"
Nội dung đang được cập nhật ","


Chải răng 2 lần/ngày hoặc theo hướng dẫn của nha sĩ.


Chải lưỡi và bên trong má bằng cách kéo từ trong ra ngoài.


Rửa sạch bàn chải sau khi sử dụng.


Thay bàn chải 3 tháng/lần.

 ",,,
https://hasaki.vn/san-pham/xit-thom-mieng-loli-and-the-wolf-juicy-kiss-vi-dao-20ml-108148.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422212358-1705638220_img_385x385_622873_fit_center.png,422212358,Xịt Thơm Miệng Loli And The Wolf Juicy Kiss Vị Đào 20ml,323,41,129.000 ₫,169.000 ₫,40.000 ₫,-24%,5.0,2,1,8936220180043,Loli & The Wolf,Việt Nam,Vietnam,Tất cả,"
Bảng thành phần chi tiết: Aqua, alcohol, aspartame, honey, menthol, parfum, peg-40, hydrogenated castor oil, thymus vulgaris oil, cinnamomum cassia leaf oil. ","


Xịt trực tiếp vào khoang miệng từ 2-3 lần nhấn hoặc nhiều hơn theo nhu cầu.


Sử dụng trong các buổi hẹn hò, trước khi hôn để mang lại trải nghiệm thú vị.

 ",,,
https://hasaki.vn/san-pham/ban-chai-danh-rang-p-s-detox-sang-rang-khang-khuan-90869.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-ban-chai-danh-rang-p-s-detox-sang-rang-khang-khuan-1717214922_img_385x385_622873_fit_center.jpg,422200787,Bàn Chải Đánh Răng P/S Detox Sáng Răng Kháng Khuẩn (1 Cây),323,142,37.000 ₫,38.000 ₫,1.000 ₫,-3%,4.5,2,2,8934839125905,P/S,Mỹ,Vietnam,Tất cả,"
Nội dung đang được cập nhật ","

Giữ bàn chải nơi khô ráo
Thay bàn chải 3 tháng/lần hoặc khi bàn chải bị tòe lông
Chải răng theo hướng dẫn của nha sĩ
 ",,,
https://hasaki.vn/san-pham/kem-danh-rang-p-s-muoi-hong-va-hoa-cuc-230g-106373.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-danh-rang-p-s-muoi-hong-va-hoa-cuc-230g-1709175100_img_385x385_622873_fit_center.jpg,422209500,Kem Đánh Răng P/S Muối Hồng & Hoa Cúc Trắng Răng 230g,323,150,35.000 ₫,45.000 ₫,10.000 ₫,-22%,0.0,0,6,8934839128081,P/S,Mỹ,Vietnam,Tất cả,"
1. Kem Đánh Răng P/S Baking Soda & Hương Thảo Trắng Răng Tự Nhiên 230g
Thành phần chính:


Bột Baking Soda tinh khiết: giúp làm sạch vết ố và mảng bám trên răng.


Tinh dầu Hương Thảo & Bạc Hà: giúp mang lại mùi hương dễ chịu khi sử dụng.


Khoáng Zinc: giúp kháng khuẩn và bảo vệ khoang miệng toàn diện.


Thành phần chi tiết:
Water, Sorbitol, Calcium Carbonate, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Sodium Monofluorophosphate, PEG-32, Cellulose Gum, Benzyl Alcohol, Trisodium Phosphate, Sodium Saccharin, Camellia Sinensis Leaf Extract, CI 74260, CI 77492
2. Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g
Thành phần chính:


Than hoạt tính: giúp làm sạch vết ố và mảng bám trên răng.


Tinh chất tre: giúp mang lại mùi hương dễ chịu khi sử dụng.


Khoáng Zinc: giúp kháng khuẩn và bảo vệ khoang miệng toàn diện.


Thành phần chi tiết:
Water, Sorbitol, Hydrated Silica, Zinc Citrate, Sodium Lauryl Sulfate, PEG-32, Flavour, Cellulose Gum, Sodium Fluoride, Mica, Sodium Saccharin, Perlite, Charcoal powder, Glycerin, Phyllostachys Reticulata Extract, CI 77266, CI 77891
3. Kem Đánh Răng P/S Trà Xanh Thanh Nhiệt Tự Nhiên 230g
Thành phần chính:


Chiết xuất tinh chất trà xanh: làm dịu các vấn đề răng miệng.


Thành phần chi tiết:
Water, Sorbitol, Calcium Carbonate, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Sodium Monofluorophosphate, PEG-32, Cellulose Gum, Benzyl Alcohol, Trisodium Phosphate, Sodium Saccharin, Camellia Sinensis Leaf Extract, CI 74260, CI 77492
4. Kem Đánh Răng P/S Muối Hồng & Hoa Cúc Trắng Răng Tự Nhiên 230g
Thành phần chính:


Muối hồng: có tác dụng làm trắng răng tự nhiên.


Tinh dầu hoa cúc 100% tự nhiên: giúp làm sạch sâu và mang lại hương hoa thơm ngát.


Khoáng Kẽm (Zinc): thành phần gốc tự nhiên giúp kháng khuẩn 99,9%*.


Thành phần chi tiết:
Water, Sorbitol, Calcium Carbonate, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Sodium Monofluorophosphate, PEG-32, Cellulose Gum, Benzyl Alcohol, Trisodium Phosphate, Sodium Saccharin, Camellia Sinensis Leaf Extract, CI 74260, CI 77492 ","


Chải răng ít nhất mỗi ngày 2 lần sáng và tối hoặc theo hướng dẫn của nha sĩ.


Dùng ít nhất 1g kem đánh răng mỗi lần chải, tương đương lượng kem đủ để phủ đầy chiều dài lông bàn chải P/S.


Trẻ em dưới 6 tuổi chỉ sử dụng một lượng kem đánh răng nhỏ bằng hạt đậu dưới sự giám sát của người lớn.


Tiết kiệm nước bằng cách đóng vòi nước trong khi chải răng.


Sản phẩm dành cho trẻ từ 2 tuổi trở lên.

 ",,,
https://hasaki.vn/san-pham/ban-chai-dien-p-s-chuyen-gia-song-am-mau-hong-pastel-115551.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216976-1701929993_img_385x385_622873_fit_center.jpg,422216976,Bàn Chải Điện P/S Chuyên Gia Sóng Âm Màu Hồng Pastel,323,13,415.000 ₫,650.000 ₫,235.000 ₫,-36%,0.0,0,2,8934839133511,P/S,Mỹ,China,Tất cả,"
Nội dung đang được cập nhật ","


ON/OFF (Bật/Tắt): Chuyển chế độ Chức năng ghi nhớ Nhấn nút nguồn một lần để khởi động bàn chải điện. Nhấn nút nguồn một lần nữa sau khi thiết bị đã khởi động ít nhất 3 giây để tắt.


Chuyển chế độ: Khi bàn chải điện được khởi động ở một chế độ nhất định, nhấn nút nguồn trong vòng 3 giây để chuyển sang chế độ khác.


Chức năng ghi nhớ: Bàn chải điện sẽ ghi nhớ chế độ được sử dụng cuối cùng và tự động bật chế độ này ở lần khởi động tiếp theo.


Hướng dẫn chải răng:
1. Gắn đầu chải khớp với phần thân chải
2. Làm ướt đầu lông chải sau khi cho kem đánh răng lên đầu chải và nên đưa bàn chải vào miệng trước khi ấn nút bắt đầu.
3. Hãy chọn chế độ chải phù hợp với nhu cầu của bạn bằng việc ấn nút nguồn theo số lượng tương ứng với đèn báo trên phần thân
4. Chọn chế độ chải phù hợp theo nhu cầu từ Trắng răng, Sạch sâu đến Chăm sóc Nướu.
5. Tập trung chải mỗi vùng răng 30 giây. Nên bắt đầu chải từ hàm trái theo thứ tự từ trên xuống dưới & tương tự cho hàm phải.
6. Chế độ chải sẽ ngừng sau mỗi 30 giây để di chuyển sang vùng răng khác. Bàn chải điện sẽ ngưng sau 2 phút chải răng theo khuyến nghị của nha sĩ. ",,,
https://hasaki.vn/san-pham/kem-danh-rang-marvis-aquatic-mint-85ml-113079.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215459-1696840157_img_385x385_622873_fit_center.jpg,422215459,Kem Đánh Răng Marvis Màu Xanh Dương Hương Dưa Gang 85ml,323,30,175.000 ₫,259.000 ₫,84.000 ₫,-32%,4.8,13,12,8004395111725,Marvis,Ý,,Tất cả,"
Thành phần chi tiết:
1. Marvis Whitening Mint (Màu bạc)
Glycerin, Aluminum Hydroxide, Aqua (Water/Eau), Titanium Dioxide, Sodium Lauryl Sulfate, Silica, Aroma (Flavor), Cellulose Gum, Sodium Saccharin, Eugenol, Limonene, Benzyl Alcohol, Sodium Citrate, Citric Acid
2. Marvis Classic Strong Mint (Màu xanh lá)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (AROMA MENTA TP 14263), Cellulose Gum, Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
3. Marvis Jasmin Mint (Màu tím)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (AROMA MENTA GELSOMINO 96519961), Cellulose Gum, Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
4. Marvis Amarelli Licorice Mint (Màu đen)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (aroma licorice mint norm opt eaj56087/00), Xylitol, Sodium Lauryl Sulfate, Cellulose Gum, Tit anium Diox ide , Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
5. Marvis Aquatic Mint (Màu xanh dương)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (aroma menta aquatic 96534797), Cellulose Gum,Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate
6. Marvis Cinnamon Mint (Màu đỏ)
Glycerin, Aluminum Hydroxide ,Aqua, Silica, Aroma (aroma tp14159 norm opt 2 Eak57344/00), Xylitol, Sodium Lauryl Sulfate, Cellulose Gum, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
7. Marvis Smokers Whitening Mint (Cho người hút thuốc)
Glycerin, Aluminum Hydroxide, Aqua, Hydrated Silica (SORBOSIL AC 35, Hydrated Silica (SORBOSIL AC 23), PVP, Silica, Aroma (AROMA MENTA TP 14263), Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Cellulose Gum, Trisodium Phosphate, Sodium Saccharin, Sodium Fluoride.
 ","


Làm ướt miệng và răng bằng nước hoặc nước ấm. Tuyệt hơn khi dùng nước muối.


Cho một ít kem đánh răng Marvis ra bàn chải đánh răng của bạn.


Sau đó đánh đều các vị trí quan trọng của hàm trên và dưới.


Súc miệng sạch với nước hoặc nước ấm.

 ",,,
https://hasaki.vn/san-pham/kem-danh-rang-p-s-baking-soda-huong-thao-trang-rang-tu-nhien-230g-106795.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-danh-rang-p-s-baking-soda-huong-thao-trang-rang-tu-nhien-230g_c4Xbnuve47xJ3Ugf_img_385x385_622873_fit_center.png,422211364,Kem Đánh Răng P/S Baking Soda & Hương Thảo Trắng Răng 230g,323,141,36.000 ₫,45.000 ₫,9.000 ₫,-20%,0.0,0,6,8934839128142,P/S,Mỹ,Vietnam,Tất cả,"
1. Kem Đánh Răng P/S Baking Soda & Hương Thảo Trắng Răng Tự Nhiên 230g
Thành phần chính:


Bột Baking Soda tinh khiết: giúp làm sạch vết ố và mảng bám trên răng.


Tinh dầu Hương Thảo & Bạc Hà: giúp mang lại mùi hương dễ chịu khi sử dụng.


Khoáng Zinc: giúp kháng khuẩn và bảo vệ khoang miệng toàn diện.


Thành phần chi tiết:
Water, Sorbitol, Calcium Carbonate, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Sodium Monofluorophosphate, PEG-32, Cellulose Gum, Benzyl Alcohol, Trisodium Phosphate, Sodium Saccharin, Camellia Sinensis Leaf Extract, CI 74260, CI 77492
2. Kem Đánh Răng P/S Than Hoạt Tính Trắng Răng Tự Nhiên 230g
Thành phần chính:


Than hoạt tính: giúp làm sạch vết ố và mảng bám trên răng.


Tinh chất tre: giúp mang lại mùi hương dễ chịu khi sử dụng.


Khoáng Zinc: giúp kháng khuẩn và bảo vệ khoang miệng toàn diện.


Thành phần chi tiết:
Water, Sorbitol, Hydrated Silica, Zinc Citrate, Sodium Lauryl Sulfate, PEG-32, Flavour, Cellulose Gum, Sodium Fluoride, Mica, Sodium Saccharin, Perlite, Charcoal powder, Glycerin, Phyllostachys Reticulata Extract, CI 77266, CI 77891
3. Kem Đánh Răng P/S Trà Xanh Thanh Nhiệt Tự Nhiên 230g
Thành phần chính:


Chiết xuất tinh chất trà xanh: làm dịu các vấn đề răng miệng.


Thành phần chi tiết:
Water, Sorbitol, Calcium Carbonate, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Sodium Monofluorophosphate, PEG-32, Cellulose Gum, Benzyl Alcohol, Trisodium Phosphate, Sodium Saccharin, Camellia Sinensis Leaf Extract, CI 74260, CI 77492
4. Kem Đánh Răng P/S Muối Hồng & Hoa Cúc Trắng Răng Tự Nhiên 230g
Thành phần chính:


Muối hồng: có tác dụng làm trắng răng tự nhiên.


Tinh dầu hoa cúc 100% tự nhiên: giúp làm sạch sâu và mang lại hương hoa thơm ngát.


Khoáng Kẽm (Zinc): thành phần gốc tự nhiên giúp kháng khuẩn 99,9%*.


Thành phần chi tiết:
Water, Sorbitol, Calcium Carbonate, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Sodium Monofluorophosphate, PEG-32, Cellulose Gum, Benzyl Alcohol, Trisodium Phosphate, Sodium Saccharin, Camellia Sinensis Leaf Extract, CI 74260, CI 77492 ","


Chải răng ít nhất mỗi ngày 2 lần sáng và tối hoặc theo hướng dẫn của nha sĩ.


Dùng ít nhất 1g kem đánh răng mỗi lần chải, tương đương lượng kem đủ để phủ đầy chiều dài lông bàn chải P/S.


Trẻ em dưới 6 tuổi chỉ sử dụng một lượng kem đánh răng nhỏ bằng hạt đậu dưới sự giám sát của người lớn.


Tiết kiệm nước bằng cách đóng vòi nước trong khi chải răng.


Sản phẩm dành cho trẻ từ 2 tuổi trở lên.

 ",Có Mùi Hương,,
https://hasaki.vn/san-pham/kem-danh-rang-marvis-cinnamon-mint-85ml-113081.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215460-1696838826_img_385x385_622873_fit_center.jpg,422215460,Kem Đánh Răng Marvis Màu Đỏ Hương Quế Cay Nồng 85ml,323,29,175.000 ₫,259.000 ₫,84.000 ₫,-32%,4.8,13,12,8004395111763,Marvis,Ý,,Tất cả,"
Thành phần chi tiết:
1. Marvis Whitening Mint (Màu bạc)
Glycerin, Aluminum Hydroxide, Aqua (Water/Eau), Titanium Dioxide, Sodium Lauryl Sulfate, Silica, Aroma (Flavor), Cellulose Gum, Sodium Saccharin, Eugenol, Limonene, Benzyl Alcohol, Sodium Citrate, Citric Acid
2. Marvis Classic Strong Mint (Màu xanh lá)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (AROMA MENTA TP 14263), Cellulose Gum, Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
3. Marvis Jasmin Mint (Màu tím)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (AROMA MENTA GELSOMINO 96519961), Cellulose Gum, Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
4. Marvis Amarelli Licorice Mint (Màu đen)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (aroma licorice mint norm opt eaj56087/00), Xylitol, Sodium Lauryl Sulfate, Cellulose Gum, Tit anium Diox ide , Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
5. Marvis Aquatic Mint (Màu xanh dương)
Glycerin, Aluminum Hydroxide, Aqua, Silica, Aroma (aroma menta aquatic 96534797), Cellulose Gum,Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate
6. Marvis Cinnamon Mint (Màu đỏ)
Glycerin, Aluminum Hydroxide ,Aqua, Silica, Aroma (aroma tp14159 norm opt 2 Eak57344/00), Xylitol, Sodium Lauryl Sulfate, Cellulose Gum, Titanium Dioxide, Sodium Saccharin, Sodium Fluoride, Citric Acid, Sodium Citrate.
7. Marvis Smokers Whitening Mint (Cho người hút thuốc)
Glycerin, Aluminum Hydroxide, Aqua, Hydrated Silica (SORBOSIL AC 35, Hydrated Silica (SORBOSIL AC 23), PVP, Silica, Aroma (AROMA MENTA TP 14263), Xylitol, Sodium Lauryl Sulfate, Titanium Dioxide, Cellulose Gum, Trisodium Phosphate, Sodium Saccharin, Sodium Fluoride.
 ","


Làm ướt miệng và răng bằng nước hoặc nước ấm. Tuyệt hơn khi dùng nước muối.


Cho một ít kem đánh răng Marvis ra bàn chải đánh răng của bạn.


Sau đó đánh đều các vị trí quan trọng của hàm trên và dưới.


Súc miệng sạch với nước hoặc nước ấm.

 ",,,
https://hasaki.vn/san-pham/bo-2-ban-chai-danh-rang-colgate-long-chai-khang-khuan-102749.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422208339-1688023717_img_385x385_622873_fit_center.jpg,422208339,Bộ 2 Bàn Chải Đánh Răng Colgate Lông Chải Kháng Khuẩn,323,61,83.000 ₫,99.000 ₫,16.000 ₫,-16%,4.3,3,0,8850006936146,Colgate,Mỹ,,Tất cả,"
Nội dung đang được cập nhật ","


Hướng dẫn sử dụng bàn chải Colgate:


Rửa sạch bàn chải trước lần đầu tiên và sau mỗi lần dùng.


Làm ướt phần lông bàn chải, lấy một lượng kem đánh răng vừa đủ và lần lượt chải sạch từng vùng răng, sau đó súc miệng với nước và nước súc miệng.


Nên đánh răng trong vòng 2 phút.


Rửa sạch bàn chải sau khi sử dụng.


Thay bàn chải Colgate 3 tháng 1 lần hoặc khi đầu lông bị tưa và có nguy cơ nhiễm khuẩn.


Hướng dẫn chải răng đúng cách với bàn chải Colgate:


Chải mặt ngoài: Đặt bàn chải nghiêng 45 độ, rung nhẹ và chải lên xuống theo hướng.


Chải mặt trong: tương tự mặt ngoài.


Chải mặt nhai: Chải theo chiều tới lui.


Chải mặt trong răng cửa: Đặt bàn chải Colgate theo chiều đứng, rung nhẹ và chải về phía cằm.


Chải mặt lưỡi: đừng quên chải mặt lưỡi của bạn.


** Nên kết hợp bàn chải Colgate với kem đánh răng Colgate và nước súc miệng Colgate Plax để bảo vệ răng miệng toàn diện hơn.

 ",,,
https://hasaki.vn/san-pham/combo-3-kem-danh-rang-closeup-lam-sang-rang-kim-cuong-100g-97589.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-3-kem-danh-rang-closeup-lam-sang-rang-kim-cuong-100g_Z2r1Qrsn6qFG9yaZ_img_385x385_622873_fit_center.png,422205365,Combo 3 Kem Đánh Răng Closeup Dạng Gel Trắng Răng Kim Cương 100g,323,50,100.000 ₫,117.000 ₫,17.000 ₫,-15%,5.0,1,3,8934839121037x3,Closeup,Mỹ,Vietnam,Tất cả,"
Nội dung đang được cập nhật ","
 ",,,
https://hasaki.vn/san-pham/kem-danh-rang-colgate-optic-white-o2-voi-oxy-hoat-tinh-85g-102741.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422208331-1688023894_img_385x385_622873_fit_center.jpg,422208331,Kem Đánh Răng Colgate Optic White O2 Với Oxy Hoạt Tính 85g,323,51,98.000 ₫,115.000 ₫,17.000 ₫,-15%,0.0,0,1,8850006941744,Colgate,Mỹ,,Tất cả,"
Thành phần chính: 


Bong bóng Oxy hoạt tính: ấm dần khi đánh răng cùng lớp bọt siêu mịn răng trắng sáng hiệu quả.


Thành phần đầy đủ: 
Poloxamer 105, Calcium Pyrophosphate, PEG-12, PEG/PPG-116/66 Copolymer, PVP, Silica, Tetrasodium Pyrophosphate, Flavor (Aromatic menthol), Potassium Caroate, Sodium Lauryl Sulfate, Disodium Pyrophosphate, Sodium Monofluorophosphate, Sodium Saccharin, Cocamidopropyl Betaine, Sucralose, BHT ","


Chải răng thật kĩ ít nhất 2 lần mỗi ngày hoặc theo hướng dẫn của nha sĩ.


Dùng ít nhất 1g kem đánh răng Colgate mỗi lần.


Trẻ dưới 6 tuổi chỉ nên dùng lượng kem nhỏ bằng hạt đậu, có sự hướng dẫn của người lớn để tránh nuốt.


Súc miệng với nước súc miệng Colgate Optic White Charcoal Freshmint sau khi chải răng để hỗ trợ hiệu quả làm trắng răng tốt hơn.


Nên kết hợp với bàn chải đánh răng Colgate và nước súc miệng Colgate để bảo vệ răng miệng toàn diện hơn.


Lưu ý: Trong trường hợp trẻ đang hấp thụ Flouride từ các nguồn khác nên tư vấn nha sĩ bác sĩ.

 ",,,
https://hasaki.vn/san-pham/chi-nha-khoa-oral-b-50m-83603.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-chi-nha-khoa-oral-b-50m-1712217038_img_385x385_622873_fit_center.jpg,387600017,Chỉ Nha Khoa Oral-B 50m (Vỉ 1 x 50m),323,98,50.000 ₫,65.000 ₫,15.000 ₫,-23%,0.0,0,2,9300647000342,Oral-B,Mỹ,Ireland,Tất cả,"
Active ingredients: Calcium (as Calcium Carbonate) 250mg 25%, Zinc (as Zinc Acetate) 30 mg 200%, Copper (as Cupric Oxide) 0.8mg 40%.
Inactive Ingredients: Crospovidone, Sodium Carboxymethyl cellulose, silica, Hydroxy Propyl Cellulose, Maltodestrin, Magnesium Stearate Cellulose, FD&C Blue #1 Lake, Hypromellose, Polyethylene Glycol.
 ","


Lấy một đoạn chỉ dài khoảng 40 - 50cm, quấn vào 2 ngón tay giữa và thu ngắn lại còn khoảng 15cm.


Dùng 2 trong số 4 ngón tay (2 ngón trỏ, 2 ngón cái) căng đoạn chỉ nói trên thành một khúc nhỏ độ 1 hay 2cm.


Với đoạn nhỏ này ta tìm cách luồn vào kẽ răng, đi qua tiếp điểm, xuống rãnh nướu.


Sử dụng khéo léo tránh lấn chỉ sâu xuống quá cắt vào lợi, làm tổn thương lợi.


CHÚ Ý: Sợi chỉ phải ôm sát bề mặt răng, kéo nhẹ theo chiều trước sau, và kéo về phía mặt nhai, không sử dụng động tác kéo chỉ theo chiều ngoài trong với biên độ lớn.


Bảo quản:


Nơi khô ráo thoáng mát.


Tránh ánh nắng trực tiếp, nơi có nhiệt độ cao hoặc ẩm ướt.


Đậy nắp kín sau khi sử dụng.



 ",,,
