Liên kết,Ảnh sản phẩm,Mã sản phẩm,Tên sản phẩm,Mã danh mục,Số sản phẩm đã bán,Giá,Giá thị trường,Tiết kiệm,Phần trăm giảm,Đánh giá trung bình,Số lượt đánh giá,Số lượt hỏi đáp,Barcode,Thương Hiệu,Xuất xứ thương hiệu,Nơi sản xuất,Đặc Tính,Giới tính,Thành phần sản phẩm,Hướng dẫn sử dụng,Loại da,Vấn đề về da
https://hasaki.vn/san-pham/son-kem-li-cathy-doll-10-gentle-love-3-5-g-105023.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209968-1695440658_img_385x385_622873_fit_center.jpg,422209968,Son Kem Lì Cathy Doll 10 Gentle Love - Đỏ Đậm 3.5g,24,3,98.000 ₫,159.000 ₫,61.000 ₫,-38%,4.0,1,5,8858842095430,Cathy Doll,Thái Lan,,Dạng Lì,Nữ,"
Thành phần chi tiết:
Isohexadecane ,Cyclopentasiloxane,Octyldodecanol,Silica,Disteardimonium Hectorite,Dimethicone,Pentaerythrityl Tetraisostearate,Glyceryl Behenate/Eicosadioate,Propylene Carbonate,Synthetic Beeswax,Aluminum Starch Octenylsuccinate,Polypropylene,Methyl Methacrylate Crosspolymer,Fragrance,Bht,Bisabolol,Caprylhydroxamic Acid,Caprylyl Glycol,Glycerin,Phytosteryl/Octyldodecyl Lauroyl Glutamate,Water,Butylene Glycol,Rubus Idaeus (Raspberry) Fruit Extract,Ci 73360,Ci 77891,Ci 77491,Ci 77492,Ci 77499
  ","


Thoa đều sản phẩm lên môi hoặc thoa lòng môi và dùng ngón tay tán nhẹ để có được đôi môi hoàn hảo. 


Đóng chặt nắp sau mỗi lần sử dụng.

 ",,
https://hasaki.vn/san-pham/son-li-naris-cosmetic-lau-troi-184-rose-pink-hong-dau-37g-115481.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216939-1701917466_img_385x385_622873_fit_center.jpg,422216939,Son Thỏi Naris Cosmetic Giàu Ẩm Màu 184 Hồng Dâu 3.7g,24,2,145.000 ₫,,,,5.0,1,1,4955814145132,Naris Cosmetics,Nhật Bản,Japan,,Tất cả,"
Thành phần chính:


Sáp ong: giúp cân bằng độ ẩm tự nhiên của môi, tạo lớp màng bảo vệ và giúp giữ độ ẩm cho môi suốt cả ngày.


Dầu jojoba: cung cấp độ ẩm cho môi, tạo cảm giác mềm mượt và dễ chịu khi sử dụng sản phẩm.


Dầu hạt nho: giúp nuôi dưỡng làn môi, chống oxy hóa và giữ ẩm cho da.


Vitamin E: tác dụng chống oxy hóa, giúp bảo vệ làn môi khỏi các tác động của môi trường và tia cực tím.


Thành phần chi tiết:
Cetyl Ethylhexanoate, Polyglyceryl-2, Triisostearate, Ceresin ","


Thoa trực tiếp lên môi.


Có thể dùng cọ để tán lớp son mỏng, đều.

 ",,
https://hasaki.vn/san-pham/son-li-naris-cosmetic-lau-troi-mau-678-hong-ngoc-37g-115477.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-422216941-1701922238_img_385x385_622873_fit_center.jpg,422216941,Son Thỏi Naris Cosmetic Giàu Ẩm Màu 678 Hồng Ngọc 3.7g,24,2,145.000 ₫,,,,5.0,1,1,4955814145170,Naris Cosmetics,Nhật Bản,Japan,,Tất cả,"
Thành phần chính:


Sáp ong: giúp cân bằng độ ẩm tự nhiên của môi, tạo lớp màng bảo vệ và giúp giữ độ ẩm cho môi suốt cả ngày.


Dầu jojoba: cung cấp độ ẩm cho môi, tạo cảm giác mềm mượt và dễ chịu khi sử dụng sản phẩm.


Dầu hạt nho: giúp nuôi dưỡng làn môi, chống oxy hóa và giữ ẩm cho da.


Vitamin E: tác dụng chống oxy hóa, giúp bảo vệ làn môi khỏi các tác động của môi trường và tia cực tím.


Thành phần chi tiết:
Cetyl Ethylhexanoate, Polyglyceryl-2, Triisostearate, Ceresin ","


Thoa trực tiếp lên môi.


Có thể dùng cọ để tán lớp son mỏng, đều.

 ",,
https://hasaki.vn/san-pham/son-duong-chuyen-mau-lipice-matcha-huong-tra-xanh-2-4g-68966.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-son-duong-chuyen-mau-lipice-matcha-huong-tra-xanh-2-4g-1710493234_img_385x385_622873_fit_center.jpg,333900004,"Son Dưỡng LipIce Matcha Hương Trà Xanh, Hồng Tự Nhiên 2.4g",24,4,72.000 ₫,82.500 ₫,10.500 ₫,-13%,4.8,13,18,8935006537774,LipIce,Nhật Bản,Vietnam,Có Màu ,Nữ,"
1. Son Dưỡng LipIce Hello Kitty Sheer Color Red (Đỏ Mọng) - Hương Hoa Anh Đào 2.4g
Thành phần chính:


Thành phần Hyaluronic Acid (HA) với khả năng giữ ẩm vượt trội, giúp đôi môi mềm mịn, không bị khô. Giúp dưỡng và ngăn ngừa nứt môi.


Collagen hỗ trợ tăng độ đàn hồi, giúp cải thiện làn môi khô nứt, giữ  môi luôn căng mọng, hồng hào, không thâm môi.


Thành phần chi tiết:
Isopropyl Palmitate, Bis-Diglyceryl Polyacyladipate-2, Polybutene, Polyethylene, Microcrystalline Wax, Ethylhexyl Methoxycinnamate, Isononyl Isononanoate, Diisostearyl Malate, Polyglyceryl-4 Oleate, Water, Tocopherol, Sodium Hyaluronate (HA), Soluble Collagen, Citric Acid, Sodium Citrate, Phenoxyethanol, Fragrance, [+/- CI 15850, CI 16035, CI 45370, CI 45380, CI 47005, CI 77891].
2. Son Dưỡng LipIce Hello Kitty Sheer Color Ardent (Hồng Tự Nhiên) - Hương Mochi Dâu 2.4g
Thành phần chính:


MOIST SHIELD là một màng phim dưỡng ẩm độc đáo giúp củng cố màng dưỡng ẩm tự nhiên trên môi, đồng thời hạn chế sự thoát ẩm, giúp môi luôn mềm mịn và căng mượt.


Squalane được tăng cường hàm lượng giúp lưu giữ độ ẩm thật lâu trên môi.


Sáp ong thiên nhiên và bơ hạt mỡ nhẹ nhàng chăm sóc, giữ cho môi luôn khỏe khoắn và tươi tắn.


Vitamin A & C giúp môi căng mọng, tươi trẻ hơn.  Vitamin E giữ cho môi luôn mềm mại, mịn màng.


Thành phần chi tiết:
Isopropyl Palmitate, Polybutene, Ozokerite, Microcrystalline Wax, Butyrospermum Parkii (Shea) Butter, PPG-3 Benzyl Ether Myristate, Hydrogenated Polyisobutene, Squalane, Ethylhexyl Methoxycinnamate, Oryza Sativa (Rice) Bran Wax, Benehyl Beewax, C10-30 Cholesterol/Lanostrerol Esters, Ethylhexyl Palmitate, Tocopheryl Acetate, BHT, Ascorbyl Tetraisopalmitate, Retinyl Palmitate, Tocopherol, Vegetable Oil, Fragrance, CI 45410.
3. Son Dưỡng LipIce Hello Kitty Sheer Color Matcha (Hồng Tự Nhiên) – Hương Trà Xanh 2.4g
Thành phần chính:


Hàm lượng Sáp ong thiên nhiên chăm sóc, thổi sức sống cho đôi môi.


Dầu Olive thiên nhiên kết hợp chiết xuất tự nhiên Shea Butter làm mềm và giữ ẩm cho đôi môi trông khỏe khắn và tươi tắn.


Vitamin A & C giúp môi căng mọng, tươi trẻ hơn.  Vitamin E giữ cho môi luôn mềm mại, mịn màng.


Thành phần chi tiết:
Isopropyl Palmitate, Polybutene, Polyethylene, Butyrospermum Parkii (Shea) Butter, Behenyl Beeswax, Microcrystalline wax, Ethylhexyl Methoxycinnamate, Diisostearyl Malate, Fragrance, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Retinyl Palmitate, Tocopherol, Vegetable Oil, Oryza Sativa (Rice) Bran Cera, BHT, Citric Acid, CI 45380, CI 45410, CI 77288, CI 77492.
4. Son Dưỡng LipIce Hello Kitty Sheer Color Choco Mint (Hồng Ửng Đỏ) – Hương Sô-Cô-La Bạc Hà 2.4g
Thành phần chính:


Hàm lượng Sáp ong thiên nhiên chăm sóc, thổi sức sống cho đôi môi.


Dầu Olive thiên nhiên kết hợp chiết xuất tự nhiên Shea Butter làm mềm và giữ ẩm cho đôi môi trông khỏe khắn và tươi tắn.


Vitamin A & C giúp môi căng mọng, tươi trẻ hơn.  Vitamin E giữ cho môi luôn mềm mại, mịn màng.


Thành phần chi tiết:
Isopropyl Palmitate, Polybutene, Polyethylene, Butyrospermum Parkii (Shea) Butter, Diisostearyl Malate, Behenyl Beeswax, Microcrystalline wax, Ethylhexyl Methoxycinnamate, Fragrance, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Retinyl Palmitate, Tocopherol, Vegetable Oil, Oryza Sativa (Rice) Bran Cera, BHT, CI 45370, CI 45380, CI 73015, CI 77491.
  ","


Thoa đều lên môi hàng ngày. Thích hợp sử dụng cho cả 4 mùa trong năm.




Để có đôi môi hồng tự nhiên, thoa đều một lượng son vừa phải lên môi. Thoa càng nhiều màu son sẽ càng đậm.




Tùy sắc thái môi của mỗi người, điều chỉnh lượng son để có sắc môi như ý.

 ",,
https://hasaki.vn/san-pham/son-duong-b-o-m-mau-cam-tu-nhien-04-pure-coral-4-5g-89103.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-son-duong-b-o-m-mau-cam-tu-nhien-04-pure-coral-4-5g_A9M3hhmPNViVHu7o_img_385x385_622873_fit_center.png,343100050,Son Dưỡng B.O.M 04 Pure Coral - Cam Tự Nhiên 4.5g,24,2,238.000 ₫,298.000 ₫,60.000 ₫,-20%,3.9,7,4,8809491944310,B.O.M,Hàn Quốc,Korea,Có Màu ,Nữ,"
Thành phần chính:


Bơ shea: giúp cân bằng độ ẩm cho da, ngăn ngừa lão hoá và tăng sự tuần hoàn máu của da.


Đậu xanh: giàu protein và vitamin giúp thanh lọc và làm dịu da.


Vitamin E: ngăn ngừa quá trình lão hoá, nuôi dưỡng làn môi khô, mỏng manh.


Ngọc trai: có công dụng nuôi dưỡng làn da, dưỡng da tươi trẻ.


1. 01 Pure Vanilla  
Thành phần đầy đủ: 
Diisostearyl Maleate, Caprylic/Capric Triglyceride, Polyglyceryl-2 Isostearate, Octyldodecanol, Lanolin, Polyisobutene, Microcrystalline Wax, Polyethylene, Ceresin, Bis-Diglyceryl Polyacyl Adipate-2, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, 1,2-Hexanediol, Phenoxyethanol, Tocopheryl Acetate, Shea Butter, Ethylhexyl Glycerin, Butylene Glycol, Pearl Extract , Houttuynia Cordata Extract, Mung Bean Extract, Glycerin, Purified Water, Fragrance
2. 02 Pure Red
Thành phần đầy đủ: 
Diisostearyl Maleate, Caprylic/Capric Triglyceride, Polyglyceryl-2 Isostearate, Octyldodecanol, Lanolin, Polyisobutene, Microcrystalline Wax, Polyethylene, Ceresin, Bis-Diglyceryl Polyacyl Adipate-2; Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, 1,2-Hexanediol, Phenoxyethanol, Tocopheryl Acetate, Shea Butter, Ethylhexyl Glycerin, Butylene Glycol, Pearl Extract , Eoseongcho Extract, Mung Bean Extract, Glycerin, Purified Water, Red No. 201, Yellow No. 5, Red No. 202, Red No. 218, Fragrance
3. 03 Pure Pink
Thành phần đầy đủ: 
Diisostearyl Maleate, Caprylic/Capric Triglyceride, Polyglyceryl-2 Isostearate, Octyldodecanol, Lanolin, Polyisobutene, Microcrystalline Wax, Polyethylene, Ceresin, Bis-Diglyceryl Polyacyl Adipate-2; Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, 1,2-Hexanediol, Phenoxyethanol, Tocopheryl Acetate, Shea Butter, Ethylhexyl Glycerin, Butylene Glycol, Pearl Extract , Houttuynia Cordata Extract, Mung Bean Extract, Glycerin, Purified Water, Red No. 218, Red No. 202, Yellow No. 4, Fragrance
4. 04 Pure Coral
Thành phần đầy đủ: 
Diisostearyl Maleate, Polyglyceryl-2triisostearate, Caprylic/Capric Triglyceride, Octyldodecanol, Lanolin, Polyisobutene, Microcrystalline Wax, Polyethylene, Ceresin, Bis-Die Glyceryl Polyacyl Adipate-2, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, 1,2-Hexanediol, Phenoxyethanol, Tocopheryl Acetate, Ethylhexylglycerin, Shea Butter, Butylene Glycol, Pearl Extract, Medicinal Wheat Extract, Mung Bean Seed Extract, Glycerin, Purified Water, Titanium Dioxide, Yellow No. 5, Yellow No. 4, Red No. 201, Red No. 218, Black Iron Oxide, Fragrance ","


Thoa đều lên môi hàng ngày. 


Để có đôi môi hồng tự nhiên, thoa đều một lượng son vừa phải lên môi. Thoa càng nhiều màu son sẽ càng đậm.


Tùy sắc thái môi của mỗi người, điều chỉnh lượng son để có sắc môi như ý.

 ",,
https://hasaki.vn/san-pham/son-duong-co-mau-silkygirl-09-adore-mau-da-nau-dat-3-2g-103617.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209363-1695355710_img_385x385_622873_fit_center.jpg,422209363,Son Dưỡng Có Màu Silkygirl 09 Adore - Da Nâu Đất 3.2g,24,2,167.000 ₫,168.000 ₫,1.000 ₫,-1%,4.7,3,0,9555250055634,Silkygirl,Malaysia,,Có Màu ,Nữ,"
Thành phần chính:


Tinh dầu dâu tằm, dầu Jojoba và vitamin E: giàu dưỡng chất và độ ẩm, nuôi dưỡng đôi môi luôn căng mọng và hạn chế tình trạng môi khô nứt thiếu sức sống.


Công nghệ hạt màu “high-intensity pigments”: giúp son lên màu chuẩn và đậm từ lần thử đầu tiên.


Thành phần đầy đủ: 
Octyldodecanol, Diisostearyl Malate, Bis-Diglyceryl Polyacyladipate-1, Ozokerite, Microcrystalline Wax, Mica, Isononyl Isononanoate, Jojoba Esters, Isopropyl Isostearate, Isopropyl Myristate, Synthetic Wax, Isopropyl Titanium Triisostearate, Stearalkonium Hectorite, Simmondsia Chinensis (Jojoba) Seed Oil, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Morus Nigra Fruit Extract, Tocopherol, Ci 42090, Ci 77891, Ci 77491, Ci 15850 (Red 7 Lake). ","


Nên tẩy tế bào chết cho môi trước khi sử dụng son.


Thoa trực tiếp lên môi hoặc dùng cọ thoa lên môi.

 ",,
https://hasaki.vn/san-pham/son-kem-li-espoir-3-peony-mau-canh-hong-kho-55g-115301.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216830-1701758656_img_385x385_622873_fit_center.jpg,422216830,Son Kem Lì Espoir 3 Peony Màu Cánh Hồng Khô 5.5g,24,1,282.000 ₫,407.000 ₫,125.000 ₫,-31%,0.0,0,0,8809563944330,Espoir,Hàn Quốc,Korea,Dạng Lì,Tất cả,"
#1 Cozy
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone/Polyglycerin-3 Crosspolymer, Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Dimethicone Crosspolymer, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Polyhydroxystearic Acid, Iron Oxides (Ci 77491), Yellow 5 Lake (Ci 19140), Lecithin, Silica, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Red 6 (Ci 15850), Polyglyceryl-3 Polyricinoleate, Dipropylene Glycol, Red 7 Lake (Ci 15850), Red 30 (Ci 73360), Fragrance / Parfum, Iron Oxides (Ci 77499), Triethoxycaprylylsilane, Aluminum Hydroxide, Sodium Citrate, Tocopherol
#2 Moonlit
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-2 Triisostearate, Dimethicone/Polyglycerin-3 Crosspolymer, Hydrogenated Polyisobutene, Titanium Dioxide (Ci 77891), Dimethicone Crosspolymer, Iron Oxides (Ci 77491), Polyhydroxystearic Acid, Yellow 5 Lake (Ci 19140), Lecithin, Red 7 (Ci 15850), Silica, Red 6 (Ci 15850), Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Polyglyceryl-3 Polyricinoleate, Dipropylene Glycol, Fragrance / Parfum, Aluminum Hydroxide, Triethoxycaprylylsilane, Iron Oxides (Ci 77499), Sodium Citrate, Tocopherol
#3 Peony
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone/Polyglycerin-3 Crosspolymer, Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Titanium Dioxide (Ci 77891), Dimethicone Crosspolymer, Iron Oxides (Ci 77491), Polyhydroxystearic Acid, Lecithin, Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Silica, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Polyglyceryl-3 Polyricinoleate, Yellow 6 Lake (Ci 15985), Dipropylene Glycol, Aluminum Hydroxide, Fragrance / Parfum, Triethoxycaprylylsilane, Iron Oxides (Ci 77499), Sodium Citrate, Tocopherol
#4 Chillin
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-2 Triisostearate, Dimethicone/Polyglycerin-3 Crosspolymer, Hydrogenated Polyisobutene, Titanium Dioxide (Ci 77891), Dimethicone Crosspolymer, Iron Oxides (Ci 77491), Red 7 Lake (Ci 15850), Polyhydroxystearic Acid, Lecithin, Silica, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Iron Oxides (Ci 77499), Polyglyceryl-3 Polyricinoleate, Dipropylene Glycol, Fragrance / Parfum, Aluminum Hydroxide, Triethoxycaprylylsilane, Sodium Citrate, Tocopherol
 ","


Bước 1: Nhúng cọ vào son và gạt nhẹ vào miệng của lọ son để lấy được lượng son vừa đủ.


Bước 2: Chấm son vào lòng môi trên và dưới, sau đó tán đều son qua hai bên trái và phải để son được đều màu trên môi.


Bước 3: Đánh lên một vài lớp nữa để son được đều màu và bám lâu hơn.

 ",,
https://hasaki.vn/san-pham/son-kem-li-espoir-2-moonlit-mau-do-gach-55g-115293.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216829-1701759413_img_385x385_622873_fit_center.jpg,422216829,Son Kem Lì Espoir 2 Moonlit Màu Đỏ Gạch 5.5g,24,1,282.000 ₫,407.000 ₫,125.000 ₫,-31%,0.0,0,0,8809563944323,Espoir,Hàn Quốc,Korea,Dạng Lì,Tất cả,"
#1 Cozy
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone/Polyglycerin-3 Crosspolymer, Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Dimethicone Crosspolymer, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Polyhydroxystearic Acid, Iron Oxides (Ci 77491), Yellow 5 Lake (Ci 19140), Lecithin, Silica, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Red 6 (Ci 15850), Polyglyceryl-3 Polyricinoleate, Dipropylene Glycol, Red 7 Lake (Ci 15850), Red 30 (Ci 73360), Fragrance / Parfum, Iron Oxides (Ci 77499), Triethoxycaprylylsilane, Aluminum Hydroxide, Sodium Citrate, Tocopherol
#2 Moonlit
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-2 Triisostearate, Dimethicone/Polyglycerin-3 Crosspolymer, Hydrogenated Polyisobutene, Titanium Dioxide (Ci 77891), Dimethicone Crosspolymer, Iron Oxides (Ci 77491), Polyhydroxystearic Acid, Yellow 5 Lake (Ci 19140), Lecithin, Red 7 (Ci 15850), Silica, Red 6 (Ci 15850), Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Polyglyceryl-3 Polyricinoleate, Dipropylene Glycol, Fragrance / Parfum, Aluminum Hydroxide, Triethoxycaprylylsilane, Iron Oxides (Ci 77499), Sodium Citrate, Tocopherol
#3 Peony
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone/Polyglycerin-3 Crosspolymer, Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Titanium Dioxide (Ci 77891), Dimethicone Crosspolymer, Iron Oxides (Ci 77491), Polyhydroxystearic Acid, Lecithin, Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Silica, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Polyglyceryl-3 Polyricinoleate, Yellow 6 Lake (Ci 15985), Dipropylene Glycol, Aluminum Hydroxide, Fragrance / Parfum, Triethoxycaprylylsilane, Iron Oxides (Ci 77499), Sodium Citrate, Tocopherol
#4 Chillin
Dimethicone, Phenyl Trimethicone, Cyclopentasiloxane, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-2 Triisostearate, Dimethicone/Polyglycerin-3 Crosspolymer, Hydrogenated Polyisobutene, Titanium Dioxide (Ci 77891), Dimethicone Crosspolymer, Iron Oxides (Ci 77491), Red 7 Lake (Ci 15850), Polyhydroxystearic Acid, Lecithin, Silica, Ethylhexyl Palmitate, Isostearic Acid, Isopropyl Myristate, Iron Oxides (Ci 77499), Polyglyceryl-3 Polyricinoleate, Dipropylene Glycol, Fragrance / Parfum, Aluminum Hydroxide, Triethoxycaprylylsilane, Sodium Citrate, Tocopherol
 ","


Bước 1: Nhúng cọ vào son và gạt nhẹ vào miệng của lọ son để lấy được lượng son vừa đủ.


Bước 2: Chấm son vào lòng môi trên và dưới, sau đó tán đều son qua hai bên trái và phải để son được đều màu trên môi.


Bước 3: Đánh lên một vài lớp nữa để son được đều màu và bám lâu hơn.

 ",,
https://hasaki.vn/san-pham/son-li-3ce-min-moi-typegirl-hong-sen-4g-113003.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215436-1697509775_img_385x385_622873_fit_center.jpg,422215436,Son Lì 3CE Mịn Môi Typegirl - Hồng Sen 4g ,24,1,329.000 ₫,400.000 ₫,71.000 ₫,-18%,4.7,3,2,8809664988950,3CE,Hàn Quốc,Korea,Dạng Lì,Tất cả,"
Dimethicone, polybutene, dimethicone crosspolymer, isododecane, silica, synthetic fluorophlogopite, diisostearyl maleate, titanium dioxide, polyglyceryl-2triisostearate, pentaerythrityltetraethyl Hexanoate, Tribehenin, Red Iron Oxide, Cetyl PG/PPG-10/1 Dimethicone, VP/Hexadecene Copolymer, Glyceryl Caprylate, Polyglyceryl-2 Diisostearate, Dehydroacetate Tic Acid, Fragrance, Red No. 227, Yellow No. 4, Red No. 104, Blue No. 1, etc. ","


Đầu tiên, bạn thoa 1 lớp son dưỡng môi để giữ ẩm cho đôi môi.


Tiếp theo, vặn nắp chai son tint và lấy 1 lượng son lỏng vừa đủ trên đầu cọ.


Nhẹ nhàng dùng cọ thoa một lượng vừa phải từ môi trong đến đường viền môi ngoài.

 ",,
https://hasaki.vn/san-pham/set-son-miracle-apo-x-ofelia-flawsome-the-pink-set-2x2g-92407.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422202155-1695614683_img_385x385_622873_fit_center.png,422202155,Set Son Miracle Apo x Ofélia Flawsome The Pink Set 2x2g,24,1,279.000 ₫,330.000 ₫,51.000 ₫,-15%,5.0,1,1,8935006541269,Flawsome,Nhật Bản,Vietnam,Dạng Bóng,Nữ,"
The Pink Set:
Thành phần đầy đủ:
Bis-Diglyceryl Polyacyladipate-2, Polybutene, Isopropyl Palmitate, Polyethylene, Diisostearyl Malate, Ethylhexyl Methoxycinnamate, Microcrystalline Wax, Isononyl Isononanoate, Polyglyceryl-4 Oleate, Ascorbyl Tetraisopalmitate, Euterpe Oleracea (Cabbage Palm) Fruit Extract, Fragaria Vesca (Strawberry) Fruit Extract, Macadamia Ternifolia Seed Oil, Morus Nigra (Black Mulberry) Fruit Extract, Prunus Cerasus (Bitter Cherry) Fruit Extract, Retinyl Palmitate, Rubus Fruticosus (Blackberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Soluble Collagen, Tocopherol, Vaccinium Myrtillus (Myrtle) Fruit Extract, Vaccinium Oxycoccos (Cranberry) Fruit Extract, Vaccinium Vitis-Idaea (Cowberry) Fruit Extract, Vegetable Oil, Citric Acid, Isopropyl Myristate, Isopropyl Titanium Triisostearate, Polyhydroxystearic Acid, Propylene Carbonate, Propylene Glycol, Sodium Citrate, Stearalkonium Hectorite, Water, Phenoxyethanol, Fragrance, [+/- CI 15850, CI 42090, CI 47005, CI 77491, CI 77891].
The Red Set
Thành phần đầy đủ:
Bis-Diglyceryl Polyacyladipate-2, Polybutene, Isopropyl Palmitate, Diisostearyl Malate, Polyethylene, Ethylhexyl Methoxycinnamate, Microcrystalline Wax, Isononyl Isononanoate, Polyglyceryl-4 Oleate, Euterpe Oleracea (Cabbage Palm) Fruit Extract, Fragaria Vesca (Strawberry) Fruit Extract, Macadamia Ternifolia Seed Oil, Morus Nigra (Black Mulberry) Fruit Extract, Prunus Cerasus (Bitter Cherry) Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Myrtillus (Myrtle) Fruit Extract, Vaccinium Oxycoccos (Cranberry) Fruit Extract, Vaccinium Vitis-Idaea (Cowberry) Fruit Extract, Vegetable Oil, Ascorbyl Tetraisopalmitate, Retinyl Palmitate, Soluble Collagen, Tocopherol, Propylene Glycol, Water, Citric Acid, Sodium Citrate, Phenoxyethanol, Fragrance, [+/- CI 15850, CI 16035, CI 42090, CI 45370, CI 45380, CI 77491, CI 77891].
The Nude Set
Thành phần đầy đủ:
Bis-Diglyceryl Polyacyladipate-2, Polybutene, Isopropyl Palmitate, Diisostearyl Malate, Polyethylene, Ethylhexyl Methoxycinnamate, Microcrystalline Wax, Isononyl Isononanoate, Polyglyceryl-4 Oleate, Euterpe Oleracea (Cabbage Palm) Fruit Extract, Fragaria Vesca (Strawberry) Fruit Extract, Macadamia Ternifolia Seed Oil, Morus Nigra (Black Mulberry) Fruit Extract, Prunus Cerasus (Bitter Cherry) Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Myrtillus (Myrtle) Fruit Extract, Vaccinium Oxycoccos (Cranberry) Fruit Extract, Vaccinium Vitis-Idaea (Cowberry) Fruit Extract, Vegetable Oil, Ascorbyl Tetraisopalmitate, Retinyl Palmitate, Soluble Collagen, Tocopherol, Propylene Glycol, Water, Isopropyl Myristate, Isopropyl Titanium Triisostearate, Polyhydroxystearic Acid, Propylene Carbonate, Stearalkonium Hectorite, Citric Acid, Sodium Citrate, Phenoxyethanol, Fragrance, [+/- CI 15850, CI 42090, CI 45370, CI 47005, CI 77491, CI 77891]. ","


Thoa trực tiếp lên môi.


Không vặn son cao quá 1 cm để tránh bị gãy.


Không sử dụng sản phẩm khi môi đang bị tổn thương hoặc gặp các vấn đề khác. 

 ",,
