Liên kết,Ảnh sản phẩm,Mã sản phẩm,Tên sản phẩm,Mã danh mục,Số sản phẩm đã bán,Giá,Giá thị trường,Tiết kiệm,Phần trăm giảm,Đánh giá trung bình,Số lượt đánh giá,Số lượt hỏi đáp,Barcode,Thương Hiệu,Xuất xứ thương hiệu,Nơi sản xuất,Loại da,Giới tính,Thành phần sản phẩm,Hướng dẫn sử dụng,Đặc Tính,Vấn đề về da
https://hasaki.vn/san-pham/phan-phu-cezanne-dang-bot-sieu-min-01-mau-da-sang-5g-123816.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-phan-phu-cezanne-dang-bot-sieu-min-01-mau-da-sang-5g_PhPJJdex77aR165Q_img_385x385_622873_fit_center.png,422222166,Phấn Phủ Cezanne Dạng Bột Siêu Mịn #01 Màu Be Sáng 5g,52,0,288.000 ₫,360.000 ₫,72.000 ₫,-20%,0.0,0,0,4939553040811,Cezanne,Nhật Bản,Japan,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Chiết xuất Lá Hương Thảo, Hoa Cúc, Hoa Oải Hương, Axit Hyaluronic Na, Squalane (thành phần dưỡng ẩm).


Thành phần chi tiết:
Talc, Mica, Silica, Vinyl Dimethicone/Methicone, Silsesquioxane Crosspolymer, Titanium Dioxide, Methyl Methacrylate Crosspolymer, Dicalcium Phosphate, Hydroxyapatite. 
 ","


Dùng sau bước kem nền, sử dụng bông phấn sau đó dặm đều lên khắp khuôn mặt.


Sử dụng nhiều lần trong ngày.

 ",Dạng Lì,
https://hasaki.vn/san-pham/phan-nuoc-cezanne-chong-nang-spf50-10-bright-ocher-11g-123844.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-phan-nuoc-cezanne-chong-nang-spf50-10-bright-ocher-11g_ThdubAViYHMqXoXW_img_385x385_622873_fit_center.png,422222164,Phấn Nước Cezanne Chống Nắng SPF50 - 10 Bright Ocher 11g,52,0,348.000 ₫,435.000 ₫,87.000 ₫,-20%,0.0,0,0,4939553042631,Cezanne,Nhật Bản,Japan,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Các thành phần Squalane, Ceramide NP, chiết xuất cam Bergamot, chiết xuất lá Atisô giúp tăng cường khả năng dưỡng ẩm và dưỡng da mềm mịn.


Thành phần chi tiết:
Water, Diphenylcyroxifenyl Trimethicone, Diethylhexanate, Neopenyl Glycol, Cyclopentasyloxane, Glycerin, Dpg, Peg-9 Polydimethylxethyldimethicone, Bg, Pliers Glycol, Daimer Gylinolate, Rauryl Peg-9 Polysimethylocylocylylocyethylenele Dimethicone, (Acrylates/Dimethicon) Copolymer, Polyglyceryl Diisostearate, -2, Dysteraldimonium Hectorite, Phenoxyethanol, Sodium Citrate, Sodium Chloride, (Dimethicone / Phenylvinyl Dimethicone) Cross Polymer, Dimethicone, Stearic Acid, Al, Tocopherol, (Vinyl Dimethicone / Vinyl Dimethicone Chicon Silsesqui Oxane) Cross Polymer, Alumina, Glicine, Diphenyldimethicone, Squalane, Ceramide Np, Bergamot Fruit Extract, Sodium Hyaluronic Acid, Arch Chalk Leaf Extract, Titanium Oxide, Iron Mica
 ","


Sau các bước làm sạch và dưỡng ẩm. 


Lấy một lượng cushion vừa đủ lên bông mút và tán đều theo từng vùng da đến khi sở hữu lớp nền ưng ý.

 ",Có SPF,
https://hasaki.vn/san-pham/kem-nen-cezanne-bb-cream-spf23-pa-01-light-ochre-40g-123792.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-nen-cezanne-bb-cream-spf23-pa-01-light-ochre-40g_c7tuE8r3vQct4662_img_385x385_622873_fit_center.png,422222159,Kem Nền Cezanne BB Cream SPF23 PA++ 01 Light Ochre 40g,52,0,248.000 ₫,310.000 ₫,62.000 ₫,-20%,0.0,0,0,4939553009795,Cezanne,Nhật Bản,Japan,Da thường/Mọi loại da,Tất cả,"
Water, Bg, Triethylhexanoin, Octyldodecyl Myristate, Beeswax, Glyceryl Stearate, Dimethicone, Polysorbate 60, Behenyl Alcohol, Sorbeth-30 Tetraoleate, Trimethylsiloxysilicate, Sodium Stearoyl Glutamate, Shea Butter, Xanthan Gum, Methylparaben, Tocopherol, Dipentaerythrityl Tripolyhydroxystearate, Sodium Acetyl Hyaluronate, Squalane, Daisy Flower Extract, Acerola Seed Extract, Tomato Fruit Extract, Grape Leaf Extract, Sodium Hyaluronate, Hydrolyzed Collagen, Phenoxyethanol, Titanium Oxide, Iron Oxide, Talc, Hydroxide Al, Silica, Hydrous Silica, Sodium Alginate, Mica, Synthetic Fluorphlogopite ","


Lấy một lượng vừa đủ ra tay.


Sử dụng tay hoặc miếng bông mút make up để tán đều lên toàn bộ gương mặt.


Lưu ý: Nên chấm thành các điểm nhỏ trên da, sau đó sử dụng tay hoặc bông mút vỗ đều thay vì miết, sẽ giúp lớp nền tự nhiên và bền hơn.
 ",,
https://hasaki.vn/san-pham/phan-phu-cezanne-kiem-dau-spf50-pa-mau-01-da-sang-10g-125936.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-phan-phu-cezanne-kiem-dau-spf50-pa-mau-01-da-sang-10g_ybX61SuKSoqk1jrV_img_385x385_622873_fit_center.png,422223282,Phấn Phủ Cezanne Kiềm Dầu SPF50 PA++++ - 01 Da Sáng 10g,52,0,224.000 ₫,280.000 ₫,56.000 ₫,-20%,0.0,0,0,4939553041351,Cezanne,Nhật Bản,Japan,Da thường/Mọi loại da,Tất cả,"
Axit Hyaluronic, Axit Super Hyaluronic (Sodium Acetyl Hyaluronate), Hydrolyzed Collagen, Lipidure (Polyquaternium-51), Ceramide, Chiết Xuất Từ Lá Lô Hội, Tinh Dầu Jojoba, Squalene, Tinh Dầu Oliu, Tinh Dầu Quả Óc Chó, Tinh Dầu Hạt Nho, Tinh Dầu Lá Hương Thảo, Chiết Xuất Quả Mâm Xôi Và Chiết Xuất Lá Nho. ","


Sử dụng một lượng phấn phủ vừa đủ dùng lên bông phấn. 


Thấm nhẹ nhàng và từ từ lên da, bắt đầu từ trán của bạn.


Sau đó thấm phấn đều đến hai bên gò má rồi tới mũi, cằm và cổ. Thấm phấn nhẹ nhàng từ trên xuống dưới, đừng quên phấn cho cả vùng môi và mí mắt.

 ",Dạng Lì,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/phan-nuoc-cezanne-chong-nang-spf50-00-bright-beige-11g-123812.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-phan-nuoc-cezanne-chong-nang-spf50-00-bright-beige-11g_VGBcWPqf7NxYfMpC_img_385x385_622873_fit_center.png,422222165,Phấn Nước Cezanne Chống Nắng SPF50 - 00 Bright Beige 11g,52,0,348.000 ₫,435.000 ₫,87.000 ₫,-20%,0.0,0,0,4939553042624,Cezanne,Nhật Bản,Japan,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Các thành phần Squalane, Ceramide NP, chiết xuất cam Bergamot, chiết xuất lá Atisô giúp tăng cường khả năng dưỡng ẩm và dưỡng da mềm mịn.


Thành phần chi tiết:
Water, Diphenylcyroxifenyl Trimethicone, Diethylhexanate, Neopenyl Glycol, Cyclopentasyloxane, Glycerin, Dpg, Peg-9 Polydimethylxethyldimethicone, Bg, Pliers Glycol, Daimer Gylinolate, Rauryl Peg-9 Polysimethylocylocylylocyethylenele Dimethicone, (Acrylates/Dimethicon) Copolymer, Polyglyceryl Diisostearate, -2, Dysteraldimonium Hectorite, Phenoxyethanol, Sodium Citrate, Sodium Chloride, (Dimethicone / Phenylvinyl Dimethicone) Cross Polymer, Dimethicone, Stearic Acid, Al, Tocopherol, (Vinyl Dimethicone / Vinyl Dimethicone Chicon Silsesqui Oxane) Cross Polymer, Alumina, Glicine, Diphenyldimethicone, Squalane, Ceramide Np, Bergamot Fruit Extract, Sodium Hyaluronic Acid, Arch Chalk Leaf Extract, Titanium Oxide, Iron Mica
 ","


Sau các bước làm sạch và dưỡng ẩm. 


Lấy một lượng cushion vừa đủ lên bông mút và tán đều theo từng vùng da đến khi sở hữu lớp nền ưng ý.

 ",Có SPF,
https://hasaki.vn/san-pham/hsd-06-2025-kem-nen-estee-lauder-lau-troi-1w1-bone-30ml-127317.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-nen-lau-troi-estee-lauder-double-wear-spf10-1w1-bone-30ml-1720685646_img_385x385_622873_fit_center.jpg,422223857,[HSD 06/2025] Kem Nền Estee Lauder Lâu Trôi 1W1 Bone 30ml,52,0,880.000 ₫,1.600.000 ₫,720.000 ₫,-45%,0.0,0,0,,Estee Lauder,Mỹ,United States,,,"
 ","
 ",,
https://hasaki.vn/san-pham/hsd-05-2025-phan-nen-cathy-doll-min-li-01-ivory-da-sang-hong-12g-125922.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-phan-nen-cathy-doll-min-li-01-ivory-da-sang-hong-12g-1719629553_img_385x385_622873_fit_center.jpg,422223274,[HSD 05/2025] Phấn Nền Cathy Doll Mịn Lì 01 Ivory - Da Sáng Hồng 12g,52,0,172.000 ₫,269.000 ₫,97.000 ₫,-36%,0.0,0,0,,Cathy Doll,Thái Lan,,,,"
 ","
 ",,
https://hasaki.vn/san-pham/hsd-06-2025-phan-nuoc-the-lab-duong-am-mau-01-ivory-sang-tu-nhien-12g-127274.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-phan-nuoc-the-lab-duong-am-da-mau-sang-01-ivory-12g-1720680622_img_385x385_622873_fit_center.jpg,422223822,[HSD 06/2025] Phấn Nước The Lab Dưỡng Ẩm Màu 01 Ivory - Sáng Tự Nhiên 12g,52,0,465.000 ₫,693.000 ₫,228.000 ₫,-33%,0.0,0,0,,The Lab,Hàn Quốc,Korea,,,"
 ","
 ",,
https://hasaki.vn/san-pham/phan-ma-hong-vacosi-lolipop-03-sweet-peach-73g-115423.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216911-1701766400_img_385x385_622873_fit_center.jpg,422216911,Phấn Má Hồng Vacosi Lolipop 03 Sweet Peach 7.3g,52,0,79.000 ₫,94.000 ₫,15.000 ₫,-16%,4.0,1,1,8809399376336,Vacosi,Hàn Quốc,Korea,,Tất cả,"
Talc, Mica, Caprylic/Capric Triglyceride, Diisostearyl Malate, Dimethicol Stearate, Ci 77492 (Iron Oxides), Ci 77491 (Iron Oxides), Ci 15850 (Red 6), Ci 15850:1 (Red 7 Lake), Ci 19140 (Yellow 5 Lake), Methylparaben , Butylparaben, Fragrance ","
Dùng cọ/bông phấn lấy một lượng phấn má vừa đủ, giũ nhẹ cho rơi bớt phấn dư và tán đều lên má. ",Có Màu ,
https://hasaki.vn/san-pham/phan-nuoc-cathy-doll-dang-li-mau-02-natural-beige-10g-98347.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205594-1704517208_img_385x385_622873_fit_center.jpg,422205594,Phấn Nước Cathy Doll Dạng Lì Màu #02 Natural Beige 10g,52,0,329.000 ₫,,,,2.0,1,0,8858842087268,Cathy Doll,,,"Da dầu, hỗn hợp dầu",Tất cả,"
Thành phần chính:


Lá thông Hinoki và tinh dầu tràm trà: giúp kiểm soát dầu nhờn, ngăn ngừa mụn sản sinh.


Lá ngải cứu, hoa cúc và thảo mộc Hàn Quốc: có khả năng cung cấp độ ẩm, làm mờ nếp nhăn và nuôi dưỡng làn da căng mọng.


Thành phần đầy đủ:
Water, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Peg-10 Dimethicone, Silica, Ethylhexyl Palmitate, Isopentyldiol, Pentylene Glycol, Dimethicone, Glycerin, Cetyl Peg/-10/1 Dimethicone, 71617-10-2 Isoamyl P-Methoxycinnamate, 243137-53-3 Dimethicone/Vinyl Dimethicone Crosspolymer, 7487-88-9 Magnesium Sulfate, Aluminum Hydroxide, Phenoxyethanol, Lauroyl Lysine, Polymethylsilsesquioxane, Stearic Acid, Triethoxycaprylylsilane, Melaleuca Alternifolia Leaf Oil, Ethylhexylglycerin, Disteardimonium Hectorite, Disodium Edta, Butylene Glycol, Ophiopogon Japonicus Root Extract, 1,2-Hexanediol, Chamaecyparis Obtusa Leaf Extract, Artemisia Annua Leaf Extract, Chrysanthemum Indicum Flower Extract, Ci 77891, Ci 77947, Ci 77492, Ci 77491, Ci 77499 ","


Dùng miếng bông tán nhấn nhẹ xuống miếng mút chứa phấn nước. 


Nhẹ nhàng tán đều lên gương mặt, có thể phủ nhiều lớp để đạt được độ sáng như ý.

 ",Dạng Lì,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/kem-nen-maybelline-bat-sang-che-phu-sieu-nhe-220-35ml-125692.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-nen-maybelline-bat-sang-che-phu-sieu-nhe-220-35ml_9zHniG51aDDWPHRk_img_385x385_622873_fit_center.png,422223201,Kem Nền Maybelline Bắt Sáng Che Phủ Siêu Nhẹ #220 35ml,52,0,253.000 ₫,348.000 ₫,95.000 ₫,-27%,0.0,0,9,6902395970156,Maybelline,Mỹ,China,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Kem nền sở hữu hạt Lumi-Pearl bắt sáng mang đến cho bạn một lớp nền căng sáng đa chiều, bắt trọn spotlight.


Amino Acids, Vitamin E, Niacinamide, Glycerin: Với 4 thành phần kem nền dưỡng da cho lớp nền siêu nhẹ tựa như không.


Thành phần chi tiết:
G833850, Aqua / Water, Dimethicone, Isododecane, Alcohol, Trimethylsiloxysilicate, Butylene Glycol, Peg-10 Dimethicone, Perlite, Synthetic Fluorphlogopite, Nylon-12, Isopropyl Lauroyl Sarcosinate, Diisopropyl Sebacate, Hdi/Trimethylol Hexyllactone Crosspolymer, Bis-Peg/Ppg-14/14 Dimethicone, Disteardimonium Hectorite, Magnesium Sulfate, Phenoxyethanol, Disodium Stearoyl Glutamate, Silica Silylate, Dipentaerythrityl Tetrahydroxystearate/Tetraisostearate, Hydrolyzed Soy Protein, Proline, Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin, Tocopherol, Niacinamide, Parfum / Fragrance, Glycerin, Aluminum Hydroxide, Silica, Glutamic Acid, Limonene, Tin Oxide, Pentylene Glycol, Glyceryl Acrylate/Acrylic Acid Copolymer, Linalool, [F.I.L. Y70029478/1].
 ","


Chấm đều kem nền Superstay Lumi Matte lên 5 điểm lên mặt (vùng trán, mũi, cằm và 2 má) với lượng bằng hạt bắp. Bạn chấm và tán đều từng khu vực, rồi tiếp tục chuyển qua khu vực khác.


Tán đều kem nền Superstay Lumi Matte theo hướng từ trong ra ngoài, khuyến khích dùng với cọ tán nền hoặc bông mút tán nền.

 ",Có SPF,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/kem-lot-bat-sang-mac-silverlite-mau-trang-bac-50ml-84553.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-lot-bat-sang-mac-silverlite-mau-trang-bac-50ml-1675152344_img_385x385_622873_fit_center.jpg,210000095,Kem Lót Bắt Sáng MAC Màu Silverlite - Trắng Bạc 50ml,52,0,756.000 ₫,1.100.000 ₫,344.000 ₫,-31%,5.0,5,0,773602422036,MAC,Mỹ,,Da thường/Mọi loại da,Nữ,"
Water\Aqua\Eau, Dimethicone, Butylene Glycol, Cetyl Ricinoleate, Glyceryl Distearate, Trisiloxane, Glyceryl Stearate Se, Cholesterol, Steareth-10, Simmondsia Chinensis (Jojoba) Seed Oil, Cetyl Esters, Cetyl Alcohol, Tocopheryl Acetate, Sodium Hyaluronate, Camellia Sinensis (Green Tea) Leaf Extract, Morus Bombycis (Mulberry) Root Extract, Pyrus Malus (Apple) Fruit Extract, Scutellaria Baicalensis Root Extract, Vitis Vinifera (Grape) Fruit Extract, Ceramide Ng, Cyanocobalamin, Glycerin, Isohexadecane, Silica, Tin Oxide, Sucrose, Polysorbate 80, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Xanthan Gum, Caprylyl Glycol, Hexylene Glycol, Citric Acid, Linoleic Acid, Panthenol, Fragrance (Parfum), Disodium Edta, Edta, Magnesium Ascorbyl Phosphate, Sodium Citrate, Phenoxyethanol, Sodium Metabisulfite, Sodium Sulfite, [+/- Mica, Titanium Dioxide (Ci 77891), Red 4 (Ci 14700)]
<ILN45200> ","


Lấy trực tiếp sản phẩm bằng đầu ngón tay hoặc cọ M.A.C 109 và thoa đều lên da.


Để tạo cường độ bắt sáng cao hơn, bạn có thể thoa kem bắt sáng sau kem nền.


Để tạo độ bắt sáng mềm mại, tinh tế hơn, bạn thoa kem bắt sáng trước rồi mới đến kem nền.


Để tạo độ bắt sáng tự nhiên, bạn có thể trộn chung kem bắt sáng với kem nền dạng lỏng hoặc kem yêu thích của bạn rồi thoa đều lên mặt.


Hãy thử sử dụng nhiều sắc thái cho hiệu ứng loang màu ""ombre"" quyến rũ.

 ",,
https://hasaki.vn/san-pham/phan-nuoc-cathy-doll-dang-li-mau-01-light-beige-10g-98349.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205593-1704516978_img_385x385_622873_fit_center.jpg,422205593,Phấn Nước Cathy Doll Dạng Lì Màu #01 Light Beige 10g,52,0,329.000 ₫,,,,2.0,1,0,8858842087251,Cathy Doll,Thái Lan,,"Da dầu, hỗn hợp dầu",Tất cả,"
Thành phần chính:


Lá thông Hinoki và tinh dầu tràm trà: giúp kiểm soát dầu nhờn, ngăn ngừa mụn sản sinh.


Lá ngải cứu, hoa cúc và thảo mộc Hàn Quốc: có khả năng cung cấp độ ẩm, làm mờ nếp nhăn và nuôi dưỡng làn da căng mọng.


Thành phần đầy đủ:
Water, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Peg-10 Dimethicone, Silica, Ethylhexyl Palmitate, Isopentyldiol, Pentylene Glycol, Dimethicone, Glycerin, Cetyl Peg/-10/1 Dimethicone, 71617-10-2 Isoamyl P-Methoxycinnamate, 243137-53-3 Dimethicone/Vinyl Dimethicone Crosspolymer, 7487-88-9 Magnesium Sulfate, Aluminum Hydroxide, Phenoxyethanol, Lauroyl Lysine, Polymethylsilsesquioxane, Stearic Acid, Triethoxycaprylylsilane, Melaleuca Alternifolia Leaf Oil, Ethylhexylglycerin, Disteardimonium Hectorite, Disodium Edta, Butylene Glycol, Ophiopogon Japonicus Root Extract, 1,2-Hexanediol, Chamaecyparis Obtusa Leaf Extract, Artemisia Annua Leaf Extract, Chrysanthemum Indicum Flower Extract, Ci 77891, Ci 77947, Ci 77492, Ci 77491, Ci 77499 ","


Dùng miếng bông tán nhấn nhẹ xuống miếng mút chứa phấn nước. 


Nhẹ nhàng tán đều lên gương mặt, có thể phủ nhiều lớp để đạt được độ sáng như ý.

 ",Dạng Lì,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/kem-nen-maybelline-bat-sang-che-phu-sieu-nhe-128-35ml-125688.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-nen-maybelline-bat-sang-che-phu-sieu-nhe-128-35ml_ufi9VsyzkwFWooNb_img_385x385_622873_fit_center.png,422223200,Kem Nền Maybelline Bắt Sáng Che Phủ Siêu Nhẹ #128 35ml,52,0,253.000 ₫,348.000 ₫,95.000 ₫,-27%,0.0,0,9,6902395970118,Maybelline,Mỹ,China,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Kem nền sở hữu hạt Lumi-Pearl bắt sáng mang đến cho bạn một lớp nền căng sáng đa chiều, bắt trọn spotlight.


Amino Acids, Vitamin E, Niacinamide, Glycerin: Với 4 thành phần kem nền dưỡng da cho lớp nền siêu nhẹ tựa như không.


Thành phần chi tiết:
G833850, Aqua / Water, Dimethicone, Isododecane, Alcohol, Trimethylsiloxysilicate, Butylene Glycol, Peg-10 Dimethicone, Perlite, Synthetic Fluorphlogopite, Nylon-12, Isopropyl Lauroyl Sarcosinate, Diisopropyl Sebacate, Hdi/Trimethylol Hexyllactone Crosspolymer, Bis-Peg/Ppg-14/14 Dimethicone, Disteardimonium Hectorite, Magnesium Sulfate, Phenoxyethanol, Disodium Stearoyl Glutamate, Silica Silylate, Dipentaerythrityl Tetrahydroxystearate/Tetraisostearate, Hydrolyzed Soy Protein, Proline, Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin, Tocopherol, Niacinamide, Parfum / Fragrance, Glycerin, Aluminum Hydroxide, Silica, Glutamic Acid, Limonene, Tin Oxide, Pentylene Glycol, Glyceryl Acrylate/Acrylic Acid Copolymer, Linalool, [F.I.L. Y70029478/1].
 ","


Chấm đều kem nền Superstay Lumi Matte lên 5 điểm lên mặt (vùng trán, mũi, cằm và 2 má) với lượng bằng hạt bắp. Bạn chấm và tán đều từng khu vực, rồi tiếp tục chuyển qua khu vực khác.


Tán đều kem nền Superstay Lumi Matte theo hướng từ trong ra ngoài, khuyến khích dùng với cọ tán nền hoặc bông mút tán nền.

 ",Có SPF,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/kem-nen-australis-tuoi-sang-mong-min-mau-natural-30ml-106723.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211351-1703643532_img_385x385_622873_fit_center.png,422211351,Kem Nền Australis Tươi Sáng Mỏng Mịn Màu Natural 30ml,52,0,229.000 ₫,286.000 ₫,57.000 ₫,-20%,0.0,0,0,9312658626879,australis,Úc,Australia,Da thường/Mọi loại da,Tất cả,"
Thành phần chính: 


Tinh dầu tràm trà: giúp kiểm soát dầu, ngăn ngừa mụn, tăng cường kiểm soát bã nhờn. 


Hyaluronic Acid: giúp cấp ẩm, duy trì độ ẩm cho da, giúp lớp nền mềm mượt cả ngày dài.


Vitamin E: giúp cấp ẩm, hỗ trợ ngăn ngừa lão hóa da.


Titanium Dioxide: là màng chắn vật lý chống lại các tia UV, chứa SPF15 bảo vệ da duới ánh nắng mặt trời.


Ethylhexyl Methoxycinnamate: là màng chắn chống lại tia UVB từ ánh nắng để bảo vệ da khỏi tổn thương, giảm cháy nắng và thay đổi các liên kết collagen bên trong do tia UV gây ra.


Glycerin: giúp giữ ẩm, giữ nước cho da.


Thành phần đầy đủ: 
Aqua (Water), Cyclopentasiloxane, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Butylene Glycol, Glycerin, Isocetyl Stearoyl Stearate, Talc, PEG-10 Dimethicone, Silica, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Pentylene Glycol, Phenyl Trimethicone, Phenoxyethanol, Isostearic Acid, Hydrated Silica, Chlorphenesin, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Methicone, PEG-10, Tocopheryl Acetate, Dimethicone, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Hyaluronate, BHT, Tocopherol. May contain : CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide). ","


Thoa 1 lớp kem lót chuyên dụng của Australis.


Lắc đều tuýp sản phẩm kem nền, sau đó lấy một lượng kem vừa đủ lên đầu ngón tay hoặc mu bàn tay.


Thoa đều lên da, có thể dùng mút hoặc cọ nền để tán đều hơn và giúp lớp nền trông ẩm mịn tự nhiên.


Dùng phấn phủ Australis phủ lại toàn bộ mặt. 


Sau đó tiếp tục với các bước trang điểm tiếp theo.

 ",,
https://hasaki.vn/san-pham/hsd-06-2025-phan-nuoc-innisfree-kiem-dau-mau-23n-ginger-14g-127449.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-phan-nuoc-innisfree-kiem-dau-mau-23n-ginger-14g-1720691219_img_385x385_622873_fit_center.jpg,422223915,[HSD 06/2025] Phấn Nước innisfree Kiềm Dầu Màu 23N Ginger 14g,52,0,250.000 ₫,520.000 ₫,270.000 ₫,-52%,0.0,0,0,,innisfree,Hàn Quốc,Korea,,,"
 ","
 ",,
https://hasaki.vn/san-pham/hsd-05-2025-phan-nuoc-the-lab-duong-am-mau-02-beige-hong-tu-nhien-12g-125974.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-phan-nuoc-the-lab-duong-am-da-mau-tu-nhien-02-beige-12g-1719630127_img_385x385_622873_fit_center.jpg,422223296,[HSD 05/2025] Phấn Nước The Lab Dưỡng Ẩm Màu 02 Beige - Hồng Tự Nhiên 12g,52,0,516.000 ₫,693.000 ₫,177.000 ₫,-26%,0.0,0,0,,The Lab,Hàn Quốc,Korea,,,"
 ","
 ",,
https://hasaki.vn/san-pham/phan-nuoc-laneige-cho-lop-nen-cang-bong-50h-21n1-15g-moi-120308.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-phan-nuoc-laneige-cho-lop-nen-cang-bong-50h-21n1-15g-moi-1712127745_img_385x385_622873_fit_center.jpg,422219307,Phấn Nước Laneige Cho Lớp Nền Căng Bóng 50H #21N1 15g (Mới),52,0,559.000 ₫,690.000 ₫,131.000 ₫,-19%,0.0,0,0,8809803579858,Laneige,Hàn Quốc,Korea,Da thường/Mọi loại da,Tất cả,"

Purified Water, Cyclopentasiloxane, Titanium Dioxide (Ci 77891), Phenyl Trimethicone, Homosalate, Glycerin, Ethylhexyl Methoxycinnamate, Titanium Dioxide, Peg-10 Dimethicone, Cyclohexasiloxane, Boronite Ride, Trimethylsiloxysilicate, Niacinamide, Lauryl Peg-10 Tris(Trimethylsiloxy)Silylethyldimethicone, Propanediol, Polymethylmethacrylate, 1,2-Hexanediol, Acrylate /Dimethicone Copolymer, Disteadimonium Hectorite, Yellow Iron Oxide, Sodium Chloride, Alumina, Bismuth Oxychloride, Glyceryl Stearate Citrate, Polysorbate 80, Disodium Stearoyl Glutamate, Fragrance, Aluminum Hydroxide, Dimethicone/Peg-10/15 Cross Polymer, Caprylyl Glycol, Red Iron Oxide, Hydrogenated Lecithin, Ethylhexyl Hydroxystearate, Simethicone, Glyceryl Caprylate, Ethylhexyl Glycerin, Black Iron Oxide, Disodium Edta, Adenosine, Triethoxycaprylylsilane, Citronellol, Geraniol, Limonene, Dipropylene Glycol, Bht, Hydroxycitronellal, Thymol Trimethoxycinna Mate, Sodium Citrate, Tocopherol, Sodium Benzoate, Lactic Acid, Potassium Sorbate, Diamond Powder, Xanthan Gum
 
 ","

BƯỚC 1: Dùng bông phấn để lấy phấn, sau đó vừa phủ và dùng bông phấn vỗ nhẹ nhàng, tán đều toàn mặt da và vùng cổ để che phủ đều màu.
BƯỚC 2: Để có độ che phủ cao hơn, bạn có thể dặm lại một lớp phấn mỏng một lần nữa.
BƯỚC 3: Sử dụng lớp phần phủ dạng bột để làn da được mịn màn và nâng tone, bảo vệ lớp nền của bạn suốt ngày dài không lo bị vỡ hay mau trôi. 
 ",Dạng Bóng,"Da khô, mất nước"
