Liên kết,Ảnh sản phẩm,Mã sản phẩm,Tên sản phẩm,Mã danh mục,Số sản phẩm đã bán,Giá,Giá thị trường,Tiết kiệm,Phần trăm giảm,Đánh giá trung bình,Số lượt đánh giá,Số lượt hỏi đáp,Barcode,Thương Hiệu,Xuất xứ thương hiệu,Nơi sản xuất,Loại da,Đặc Tính,Giới tính,Thành phần sản phẩm,Hướng dẫn sử dụng,Vấn đề về da
https://hasaki.vn/san-pham/xit-ngan-mo-hoi-toan-than-perspi-guard-hieu-qua-toi-uu-30ml-94661.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-xit-ngan-mo-hoi-toan-than-perspi-guard-hieu-qua-toi-uu-30ml_img_385x385_622873_fit_center.jpg,422203704,Xịt Khử Mùi Perspi-Guard Hiệu Quả Tối Ưu 30ml,1899,35,173.000 ₫,300.000 ₫,127.000 ₫,-42%,5.0,3,2,5060169700109,Perspi-Guard,Anh,,,,Tất cả,"
Thành phần đầy đủ: 
Alcohol Denat, Aqua, Aluminium Chloride, Aluminium Chlorohydrate, Glycerin, Allantoin, PEG-12 Dimethicone, Propylene Glycol, Triethyl Citrate. ","


Sử dụng vào buổi tối trước khi đi ngủ trên làn da khô và sạch. 


Xịt từ 2-3 lần lên vùng da cần ngăn mồ hôi.


Dùng từ 1-2 lần/tuần để đạt hiệu quả tốt nhất.

 ",
https://hasaki.vn/san-pham/gel-khu-mui-secret-giam-tiet-mo-hoi-unscented-khong-mui-73g-89435.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-100080018-1698915101_img_385x385_622873_fit_center.jpg,100080018,Gel Khử Mùi Secret Giảm Tiết Mồ Hôi Unscented Không Mùi 73g,1899,54,100.000 ₫,137.500 ₫,37.500 ₫,-27%,4.4,8,12,037000808312,Secret,Mỹ,United States,,Không Mùi,Nữ,"
Thành phần chính:

Aluminum Zirconium Octachlorohydrex Gly 17% (Anhydrous) ngăn tiết mồ hôi cơ thể

Thành phần chi tiết:
Water, Alcohol Denat, Cyclopentasiloxane, Propylene Glycol, Dimethicone, Calcium Chloride, PEG/PPG-18/18 Dimethicone, Fragrance ","


Lăn nhẹ vùng da dưới cánh tay.


Nên làm sạch vùng da dưới cánh tay trước khi sử dụng.

 ",
https://hasaki.vn/san-pham/sap-khu-mui-old-spice-huong-oc-dao-thanh-mat-85g-108298.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422212626-1695981852_img_385x385_622873_fit_center.jpg,422212626,Sáp Khử Mùi Old Spice Hương Oasis Ốc Đảo Thanh Mát 85g,1899,37,143.000 ₫,167.000 ₫,24.000 ₫,-14%,4.9,29,26,012044044094,Old Spice,Mỹ,United States,,Có Mùi Hương,Nam,"
1. Sáp Khử Mùi Cho Nam Old Spice Pure Sport 85g
Thành phần đầy đủ: 
Dipropylene Glycol, Water, Propylene Glycol, Sodium Stearate, Fragrance, PPG-3 Myristyl Ether, Tetrasodium EDTA, Violet 2, Green 6.
2. Sáp Khử Mùi Cho Nam Old Spice Hương Original 85g 
Thành phần đầy đủ: 
Dipropylene Glycol, Water, Propylene Glycol, Sodium Stearate, Fragrance, PPG-3 Myristyl Ether, Tetrasodium EDTA, Violet 2, Green 6
3. Sáp Khử Mùi Cho Nam Old Spice Hương Oasis 85g 
Thành phần đầy đủ: 
Dipropylene Glycol, Water, Propylene Glycol, Sodium Stearate, Fragrance, Poloxamine 1307, Ppg-3 Myristyl Ether, Tetrasodium Edta, Blue 1
4. Sáp Khử Mùi Cho Nam Old Spice Hương Wilderness 85g 
Thành phần đầy đủ: 
Dipropylene Glycol, Water, Propylene Glycol, Sodium Stearate, Fragrance, Poloxamine 1307, Ppg-3 Myristyl Ether, Lavandula Angustifolia (Lavender) Oil, Tetrasodium Edta, Green 6
5. Sáp Khử Mùi Cho Nam Old Spice Hương NightPanther 85g 
Thành phần đầy đủ: 
Dipropylene Glycol, Water, Propylene Glycol, Sodium Stearate, Fragrance, Poloxamine 1307, Ppg-3 Myristyl Ether, Tetrasodium Edta, Blue 3
6.  Sáp Khử Mùi Cho Nam Old Spice Hương ElkLord 85g 
Thành phần đầy đủ: 
Dipropylene Glycol, Water, Propylene Glycol, Sodium Stearate, Fragrance, Poloxamine 1307, Ppg-3 Myristyl Ether, Tetrasodium Edta, Blue 1
 ","


Tắm sạch sẽ và lau khô vùng da dưới cánh tay.


Vặn đầu sáp lên một đoạn vừa đủ và lăn nhẹ lên khắp da tạo một lớp không quá dày.


Sau 2 – 3 phút rồi mặc áo vào.

 ",
https://hasaki.vn/san-pham/xit-khu-mui-etiaxil-100ml-75988.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-242300007-1695283582_img_385x385_622873_fit_center.jpg,242300007,Xịt Khử Mùi EtiaXil Hàng Ngày Dành Cho Nam Nữ 48H 100ml,1899,21,249.000 ₫,333.000 ₫,84.000 ₫,-25%,0.0,0,4,3401360114906,EtiaXil,Pháp,France,Da thường/Mọi loại da,Ngày Và Đêm,Tất cả,"
Thành phần đầy đủ:
Aqua, Aluminum Sesquichlorohydrate, Glycerin, Peg-40 Hydrogenated Castor Oil, Triethyl Citrate, Parfum, 2-Methul 5-Cyclohexyplentanol, Coco-Glucoside.
 ","


Vào buổi tối, sau khi tắm hoặc làm sạch vùng nách, lau khô, lắc đều lọ, để xịt khử mùi Etiaxil 48H cách nách 20cm rồi xịt.


1 tuần đầu tiên sử dụng đều đặn vào mỗi buổi tối.


Tuần 2 dùng 4-5 lần / tuần.


Tuần 3 dùng khoảng 2-3 lần / tuần.

 ",
https://hasaki.vn/san-pham/xit-nuoc-hoa-toan-than-axe-cho-nam-gold-temptation-135ml-97537.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205319-1702636462_img_385x385_622873_fit_center.jpg,422205319,Xịt Khử Mùi AXE Cho Nam Hương Nước Hoa Gold Temptation 135ml,1899,61,85.000 ₫,108.000 ₫,23.000 ₫,-21%,0.0,0,5,8999999572716,AXE,Mỹ,,,Hương Nước Hoa,Nam,"
Xịt Nước Hoa Toàn Thân AXE Dark Temptation Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Perfume, Ethylhexylglycerin, Amyl Cinnamal, Citral, Citronellol, Coumarin, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Gold Temptation Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Perfume, Ethylhexylglycerin, Alpha-Isomethyl Ionone, Citral, Coumarin, Geraniol, Isoeugenol, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Black Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Parfum, Alpha-Isomethyl Ionone, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Citral, Citronellol, Geraniol, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Apollo Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Parfum, Butylphenyl Methylpropional, Citral, Citronellol, Coumarin, Geraniol, Limonene, Linalool. ","
Xịt 1 lượng vừa đủ Xịt Nước Hoa Toàn Thân AXE Cho Nam theo hình chữ Z để ôm trọn cơ thể. ",
https://hasaki.vn/san-pham/xit-nuoc-hoa-toan-than-axe-cho-nam-apollo-135ml-97533.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205321-1702636594_img_385x385_622873_fit_center.jpg,422205321,Xịt Khử Mùi AXE Cho Nam Hương Nước Hoa Apollo 135ml,1899,61,85.000 ₫,108.000 ₫,23.000 ₫,-21%,0.0,0,5,8999999574642,AXE,Mỹ,,,Hương Nước Hoa,Nam,"
Xịt Nước Hoa Toàn Thân AXE Dark Temptation Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Perfume, Ethylhexylglycerin, Amyl Cinnamal, Citral, Citronellol, Coumarin, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Gold Temptation Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Perfume, Ethylhexylglycerin, Alpha-Isomethyl Ionone, Citral, Coumarin, Geraniol, Isoeugenol, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Black Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Parfum, Alpha-Isomethyl Ionone, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Citral, Citronellol, Geraniol, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Apollo Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Parfum, Butylphenyl Methylpropional, Citral, Citronellol, Coumarin, Geraniol, Limonene, Linalool. ","
Xịt 1 lượng vừa đủ Xịt Nước Hoa Toàn Thân AXE Cho Nam theo hình chữ Z để ôm trọn cơ thể. ",
https://hasaki.vn/san-pham/xit-khu-mui-refre-whitening-huong-ngot-ngao-30ml-70070.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-khu-mui-refre-whitening-huong-ngot-ngao-30ml-1714616819_img_385x385_622873_fit_center.jpg,214000007,Xịt Khử Mùi Refre Whitening Perfume Hương Ngọt Ngào 30ml,1899,106,48.000 ₫,62.000 ₫,14.000 ₫,-23%,4.9,10,14,8935006536050,Refre,Việt Nam,Vietnam,,Hương Nước Hoa,Nữ,"
Thành phần chính:


Chiết xuất Cỏ Đuôi Ngựa, Tinh dầu Xô Thơm giúp kháng khuẩn, khử mùi cơ thể và giảm tiết mồ hôi hiệu quả.


Các hạt phấn cực mịn chiết xuất từ Cây Tre giúp hút ẩm liên tục, giữ cho vùng da dưới cánh tay luôn mềm mịn, khô thoáng.


Thành phần Cyclodextrin hoạt động như bộ khóa thông minh – khóa mùi cơ thể vào bên trong lõi Cyclodextrin khi cơ thể tăng tiết mồ hôi, đồng thời giải phóng phân tử kiểm soát mùi giúp giữ hương thơm thật lâu.


Chiết xuất Aloe Vera (Nha Đam) và Licorice (Cam Thảo) giúp dưỡng sáng vùng da dưới cánh tay.


Thành phần chi tiết:
Water, Butylene Glycol, Olive Oil PEG-7 Esters, Zinc Phenolsulfonate, Fragrance, Pentylene Glycol, Aloe Barbadensis (Aloe Vera) Leaf Extract, Glycyrrhiza Uralensis (Licorice) Root Extract, Benzotriazolyl Dodecyl p-Cresol, Magnesium Ascorbyl Phosphate, Tocopherol, Cyclodextrin, Maltodextrin, Equisetum Arvense (Horsetail) Extract, Salvia Officinalis (Sage) Oil, Cellulose (Bambusa Arundinacea), Xylityl Sesquicaprylate, Anhydroxylitol, Cocos Nucifera (Coconut) Oil, Triethanolamine, Sodium Metabisulfite, Disodium Succinate, Succinic Acid, Propylene Glycol, Lactic Acid, Paraffinum Liquidum, Sodium Benzoate, Potassium Sorbate ","
Lắc kỹ trước khi dùng và xịt lên vùng da dưới cánh tay và các vùng da hay ra mồ hôi (cổ, cổ tay).
Lưu ý: Ngưng sử dụng nếu bị dị ứng. Để xa tầm tay trẻ em. Tránh tiếp xúc với mắt. ",
https://hasaki.vn/san-pham/lan-khu-mui-ngoc-trai-nivea-50ml-8623.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-206200001-1694145801_img_385x385_622873_fit_center.jpg,206200001,Lăn Khử Mùi Nivea Ngọc Trai Dưỡng Da Sáng Mịn 50ml,1899,65,74.000 ₫,92.000 ₫,18.000 ₫,-20%,4.0,1,1,8850029212845,Nivea,Ðức,,,,Nữ,"
Thành phần chính:


Chiết xuất ngọc trai (Pearl Extract): dưỡng da sáng mịn, đều màu.


Tinh dầu quả bơ (Avocado Oil): cấp ẩm cho vùng da dưới cánh tay thêm mềm mại.


Thành phần đầy đủ: 
Aqua, Aluminum Chlorohydrate, PPG-15 Stearyl Ether, Steareth-2, Steareth-21, Parfum, Hydrolyzed Pearl, Persea Gratissima Oil, Trisodium EDTA, BHT, Geraniol, Benzyl Alcohol. ","


Lăn lên vùng da dưới cánh tay mỗi ngày


Sản phẩm đạt hiệu quả cao nhất nếu sử dụng ngay sau khi tắm


Nên đợi sản phẩm khô rồi mới mặc áo

 ",
https://hasaki.vn/san-pham/xit-ngan-mui-nu-nivea-ngoc-trai-quyen-ru-150ml-86297.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-206200072-1694080934_img_385x385_622873_fit_center.jpg,206200072,Xịt Khử Mùi Nivea Ngọc Trai Dưỡng Da Sáng Mịn 150ml,1899,60,80.000 ₫,108.000 ₫,28.000 ₫,-26%,3.8,6,3,8850029212746,Nivea,Ðức,,,Có Mùi Hương,Nữ,"
Thành phần chính:


Chiết xuất ngọc trai (Pearl Extract): dưỡng da sáng mịn, đều màu.


Tinh dầu quả bơ (Avocado Oil): cấp ẩm cho vùng da dưới cánh tay thêm mềm mại.


Thành phần chi tiết: 
Butane, Isobutane, Propane, Cyclomethicone, Aluminum Chlorohydrate, Isopropyl Palmitate, Parfum, Hydrolyzed Pearl, Talc, Persea Gratissima Oil, Octyldodecanol, Disteardimonium Hectorite, Dimethicone, Propylene Carbonate,Dimethiconol


 ","


Lắc kỹ trước khi sử dụng.


Giữ đầu xịt cách vùng da dưới cánh tay 15cm rồi xịt đều nhẹ.


Đợi sản phẩm khô rồi mặc áo.


Không xịt vào vùng mắt.






 ",
https://hasaki.vn/san-pham/sap-khu-mui-old-spice-giam-tiet-mo-hoi-huong-captain-73g-108290.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sap-khu-mui-old-spice-giam-tiet-mo-hoi-huong-captain-73g-1719479472_img_385x385_622873_fit_center.jpg,422212630,Sáp Khử Mùi Old Spice Giảm Tiết Mồ Hôi Hương Captain 73g,1899,37,128.000 ₫,167.000 ₫,39.000 ₫,-23%,4.7,20,22,037000733881,Old Spice,Mỹ,United States,,Có Mùi Hương,Nam,"
1. Sáp Khử Mùi & Ngăn Tiết Mồ Hôi Old Spice Hương Timber 73g
Thành phần đầy đủ:
Aluminum Zirconium Tetrachlorohydrex Gly 15% (Anhydrous), Cyclopentasiloxane, Stearyl Alcohol, Mineral Oil, PPG-14 Butyl Ether, Hydrogenated Castor Oil, Petrolatum, Fragrance, Talc, Cyclodextrin, Ozokerite, C20-40 Pareth-10, Fusanus Spicatus Wood (Sandalwood) Oil, Behenyl Alcohol
2. Sáp Khử Mùi & Ngăn Tiết Mồ Hôi Old Spice Hương Fiji 73g
Thành phần đầy đủ:
Aluminum Zirconium Tetrachlorohydrex Gly 15% (Anhydrous), Cyclopentasiloxane, Stearyl Alcohol, Mineral Oil, PPG-14 Butyl Ether, Hydrogenated Castor Oil, Petrolatum, Fragrance, Talc, Cyclodextrin, Ozokerite, C20-40 Pareth-10, Cocos Nucifera (Coconut) Oil, Behenyl Alcohol
3. Sáp Khử Mùi & Ngăn Tiết Mồ Hôi Old Spice Hương Captain 73g
Aluminum Zirconium Tetrachlorohydrex Gly 15%, Cyclopentasiloxane, Stearyl Alcohol, Mineral Oil, Ppg-14 Butyl Ether, Hydrogenated Castor Oil, Petrolatum, Fragrance, Talc, Ozokerite, C20-40 Pareth-10, Cyclodextrin, Behenyl Alcohol ","


Tắm sạch sẽ và lau khô vùng da dưới cánh tay.


Vặn đầu sáp lên một đoạn vừa đủ và lăn nhẹ lên khắp da tạo một lớp không quá dày.


Sau 2 – 3 phút rồi mặc áo vào.

 ",
https://hasaki.vn/san-pham/lan-ngan-mo-hoi-perspi-guard-hieu-qua-toi-uu-30ml-94657.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-lan-ngan-mo-hoi-perspi-guard-hieu-qua-toi-uu-30ml_img_385x385_622873_fit_center.jpg,422203706,Lăn Khử Mùi Perspi-Guard Hiệu Quả Tối Ưu 30ml,1899,27,174.000 ₫,300.000 ₫,126.000 ₫,-42%,3.0,1,4,5060169700192,Perspi-Guard,Anh,,,,Tất cả,"
Thành phần đầy đủ: 
Aqua, Alcohol Denat, Aluminium Chlorohydrate, Aluminium Chloride, Glycerin, Aloe Barbadensis, Triethyl Citrate, Xanthan Gum, Propylene Glycol, Alcloxa, Dimethicone ","


Dùng lăn khử mùi hiệu quả nhất vào ban đêm trước khi đi ngủ. Vì thời điểm này các tuyến mồ hôi ít hoạt động nên không gây trôi và làm giảm tác dụng của lăn khử mùi.


Vệ sinh kỹ vùng da dưới cánh tay và lau khô trước khi dùng lăn khử mùi.


Dùng lăn khử mùi hiệu quả nhất vào ban đêm trước khi đi ngủ.


Có thể rửa lại vào buổi sáng để làm sạch.


Dùng mỗi ngày trong tuần đầu sử dụng để da quen với sản phẩm. Sau tuần đầu, dùng 1-2 lần/tuần. Đối với một số trường hợp, có thể dùng nhiều hơn 2 lần để có kết quả tốt.

 ",
https://hasaki.vn/san-pham/xit-khu-mui-refre-natural-huong-tra-xanh-30ml-70357.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-khu-mui-refre-natural-huong-tra-xanh-30ml-1717215322_img_385x385_622873_fit_center.jpg,334900001,Xịt Khử Mùi Refre Natural Hương Trà Xanh 30ml,1899,93,50.000 ₫,65.000 ₫,15.000 ₫,-23%,5.0,8,4,8935006537941,Refre,Việt Nam,Vietnam,,Có Mùi Hương,Nữ,"


Chiết xuất Cỏ Đuôi Ngựa và Tinh dầu Xô Thơm giúp kháng khuẩn, khử mùi cơ thể và giảm tiết mồ hôi hiệu quả. 


Các hạt phấn cực mịn chiết xuất từ Cây Tre giúp giữ cho vùng da dưới cánh tay luôn mềm mịn, khô thoáng.


Chiết xuất Aloe Vera (Nha Đam) và Licorice (Cam Thảo) giúp dưỡng sáng da.


Đặc biệt thích hợp cho làn da nhạy cảm nhờ thành phần không chứa cồn, không Paraben, không muối Nhôm, không gây kích ứng da.

 ","
Lắc kỹ trước khi dùng và xịt lên vùng da dưới cánh tay và các vùng da hay ra mồ hôi (cổ, cổ tay).
Lưu ý: Ngưng sử dụng nếu bị dị ứng. Để xa tầm tay trẻ em. Tránh tiếp xúc với mắt. ",
https://hasaki.vn/san-pham/bot-khu-mui-co-mem-wings-up-giam-tiet-mo-hoi-hoi-25g-118336.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bot-khu-mui-co-mem-wings-up-giam-tiet-mo-hoi-hoi-25g-1709096889_img_385x385_622873_fit_center.jpg,422218385,Bột Khử Mùi Cỏ Mềm Wings Up Giảm Tiết Mồ Hôi 25g,1899,45,104.000 ₫,115.000 ₫,11.000 ₫,-10%,0.0,0,2,8936158510653,Cỏ Mềm,Việt Nam,Vietnam,Da thường/Mọi loại da,Không Mùi,Tất cả,"
Khô phàn (Aluminium potassium sulfate), Talc, Bột gạo (Oryza sativa (rice) starch), Kẽm oxid, Bột Hương thảo (Rosmarinus officinalis powder), Bột Hoàng bá (Phellodendron amurense powder), Tinh dầu Tràm trà (Melaleuca alternifolia essential oil). ","
Bước 1: Làm sạch vùng cần sử dụng: Nách, bàn chân,... 
Bước 2: Đổ bột ra tay sạch, sau đó thoa vào vùng có mùi cần sử dụng. ",
https://hasaki.vn/san-pham/gel-khu-mui-gillette-giam-tiet-mo-hoi-huong-arctic-ice-107g-89163.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-209600041-1698821179_img_385x385_622873_fit_center.jpg,209600041,Gel Khử Mùi Gillette Giảm Tiết Mồ Hôi Hương Arctic Ice 107g,1899,42,104.000 ₫,144.000 ₫,40.000 ₫,-28%,4.3,4,8,047400307308,Gillette,Mỹ,United States,,Có Mùi Hương,Nam,"
1. Gel Khử Mùi Gillette Giảm Tiết Mồ Hôi Hương Cool Wave 107g
Thành phần chính:


Aluminum Zirconium Octachlorohydrex Gly 16%: ngăn ngừa và kiểm soát tiết mồ hôi hiệu quả, không để lại vệt ố vàng trên áo.


Thành phần đầy đủ:


Water, Alcohol Denatured, Cyclopentasiloxane, Propylene Glycol, Dimethicone, Calcium Chloride, PEG/PPG-18/18 Dimethicone, Fragrance


2. Gel Khử Mùi Gillette Giảm Tiết Mồ Hôi Hương Arctic Ice 107g
Thành phần chính:


Aluminum Zirconium Octachlorohydrex Gly 16%: ngăn ngừa và kiểm soát tiết mồ hôi hiệu quả, không để lại vệt ố vàng trên áo.


Thành phần đầy đủ:


Water, Alcohol Denatured, Cyclopentasiloxane, Propylene Glycol, Dimethicone, Trisiloxane, PEG/PPG 18/18 Dimethicone, Calcium Chloride, Fragrance


3. Gel Khử Mùi Gillette Giảm Tiết Mồ Hôi Hương Sport Active 107g
Thành phần chính:


Aluminum Zirconium Octachlorohydrex Gly 16%: ngăn ngừa và kiểm soát tiết mồ hôi hiệu quả, không để lại vệt ố vàng trên áo.


Thành phần đầy đủ:


Water; Alcohol Denat.; Cyclopentasiloxane; Propylene Glycol; Dimethicone; Trisiloxane; PEG/PPG-18/18 Dimethicone; Calcium Chloride; Fragrance

 ","


Làm sạch và khô vùng da dưới cánh tay. 


Lăn lên vùng da dưới cánh tay mỗi ngày. 


Đợi cho sản phẩm khô rồi mặc áo.

 ",
https://hasaki.vn/san-pham/xit-nuoc-hoa-toan-than-axe-cho-nam-huong-ice-chill-135ml-104155.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-nuoc-hoa-toan-than-axe-cho-nam-huong-ice-chill-135ml-1709003889_img_385x385_622873_fit_center.jpg,422209492,Xịt Khử Mùi AXE Cho Nam Hương Nước Hoa Ice Chill 135ml,1899,52,85.000 ₫,108.000 ₫,23.000 ₫,-21%,0.0,0,5,8999999572730,AXE,Mỹ,,,Hương Nước Hoa,Nam,"
Xịt Nước Hoa Toàn Thân AXE Dark Temptation Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Perfume, Ethylhexylglycerin, Amyl Cinnamal, Citral, Citronellol, Coumarin, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Gold Temptation Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Perfume, Ethylhexylglycerin, Alpha-Isomethyl Ionone, Citral, Coumarin, Geraniol, Isoeugenol, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Black Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Parfum, Alpha-Isomethyl Ionone, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Citral, Citronellol, Geraniol, Limonene, Linalool.
Xịt Nước Hoa Toàn Thân AXE Apollo Dành Cho Nam
Alcohol Denat., Butane, Isobutane, Propane, Parfum, Butylphenyl Methylpropional, Citral, Citronellol, Coumarin, Geraniol, Limonene, Linalool. ","
Xịt 1 lượng vừa đủ Xịt Nước Hoa Toàn Thân AXE Cho Nam theo hình chữ Z để ôm trọn cơ thể. ",
https://hasaki.vn/san-pham/serum-baresoul-che-khuyet-diem-mo-tham-da-duoi-canh-tay-20g-107135.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211781-1689580512_img_385x385_622873_fit_center.png,422211781,"Serum Nách BareSoul Che Khuyết Điểm, Mờ Thâm 20g",1899,24,180.000 ₫,280.000 ₫,100.000 ₫,-36%,5.0,1,7,8936145190325,BareSoul,Việt Nam,Vietnam,Da thường/Mọi loại da,Không Cồn,Tất cả,"
1. Serum Nách BareSoul Che Khuyết Điểm, Mờ Thâm 20g
Thành phần chính:


5% Niacinamide + 2 % Vitamin C: giúp dưỡng sáng nách hiệu quả, ngăn ngừa sự hình thành sắc tố, hỗ trợ giảm các nếp nhăn và vết thâm nách.


Rễ cam thảo và tảo biển Nhật: giúp làm dịu, phục hồi và bảo vệ nách, đặc biệt vùng da nách tổn thương, thâm sần do cạo, nhổ hoặc wax thường xuyên.


Tổ hợp Talc, IPMP và chiết xuất cây phỉ, bạc hà: hạn chế hoạt động vi khuẩn gây mùi, hạn chế tình trạng tăng tiết mồ hôi và giữ vùng nách luôn khô ráo, thoáng mát.


Thành phần chi tiết:
Deionized Water, Cyclopentasiloxane, Talc, Niacinamide, Glycerin, Ethyl Ascorbic Acid (Vitamin C), Cetyl PEG/PPG-10/1 Dimethicone, Titanium Dioxide, Silicon Dioxide, Aluminium Hydroxide (Nhôm hydroxide), Zirconium Dioxide Sodium Chloride, Silica, Disodium EDTA, Menthol (tinh chất bạc hà), O-Cymen-5-OL, Dipotassium Glycyrrhizinate (chiết xuất cam thảo), Kappaphycus Alvarezii Extract (chiết xuất tảo biển), Butylene Glycol, Hamamelis Virginiana (Witch Hazel) Extract (chiết xuất cây Phỉ), 1,2- Hexanediol, Tocopheryl Acetate, Ethylhexylglycerin, Phenoxyethanol, Fragrance, Cl 16255, Cl 19140
2. Serum Nách Baresoul Ngăn Mồ Hôi, Khử Mùi & Dưỡng Sáng 20g
Thành phần chính:


5% Niacinamide và chiết xuất rễ cây cam thảo: giúp làm sáng, mờ thâm, làm đều màu, đồng thời làm mịn vùng da dưới cánh tay.


Panthenol (Vitamin B5): giúp làm dịu, phục hồi và giảm thiểu các tình trạng kích ứng và ngứa rát do nhổ cạo.


Thành phần chi tiết:
Deionized water, Aluminum Chlorohydrate (muối nhôm), Alcohol, Niacinamide, Glycerin, PEG-40 Hydrogenated Castor Oil, Hydroxyethyl Cellulose, Disodium EDTA, O-Cymen-5-ol, Panthenol (Vitamin B5), Dipotassium Glycyrrhizinate (chiết xuất cam thảo), Ethylhexylglycerin, Phenoxyethanol, Fragrance.
3. Serum Nách BareSoul Khử Mùi, Giảm Sần & Dưỡng Sáng 20g
Thành phần chính:


Hợp chất muối kẽm (PolyFix® ZRC 25 GP) kết hợp với IPMP: tạo nên tác động mạnh trong việc ngăn chặn vi khuẩn gây mùi, giúp vùng cánh tay thơm tho nhưng không cản trở tuyến mồ hôi tự nhiên, ảnh hưởng đến hệ vi sinh và làm khô rát da.


5% Niacinamide + T.X.Acid: giúp cải thiện bề mặt da, ngăn ngừa sự hình thành sắc tố, giảm các nếp nhăn và vết thâm.


Chiết xuất từ men mật ong và yến mạch: làm dịu và dưỡng sáng giúp vùng da dưới cánh tay trở nên mịn màng, trắng sáng, cải thiện theo thời gian.


Thành phần chi tiết:
Deionized Water, Zinc Ricinoleate (muối kẽm), Tetrasodium Glutamate Diacetate, Propanediol, Alcohol, Niacinamide, Saccharomyces Ferment Filtrate, PEG-40 Hydrogenated Castor Oil, Hydroxyethyl Cellulose, Gluconobac- ter/Honey Ferment Filtrate, T.X.Acid, O-Cymen-5-ol, Ethylhexylglycerin, Phenoxyethanol, Fragrance. ","


Trên vùng da sạch, khô ráo lấy một lượng cỡ bằng hạt đậu thoa đều và vỗ nhẹ cho thấm hoàn toàn vào da.


Đợi khoảng 30s cho sản phẩm ráo trước khi mặc áo.


Sử dụng hàng ngày để đạt được hiệu quả tốt nhất, có thể sử dụng cả sáng và tối.


Không sử dụng nếu vùng da đang bị ngứa đỏ, kích ứng.


Không sử dụng trên vùng da vừa cạo, wax hoặc tẩy lông trong vòng 12 tiếng (bản ngăn mồ hôi) / 24 tiếng (bản khử mùi) / 48 tiếng (bản che khuyết điểm).


Lưu ý:


Tránh vết thương hở. Bảo quản nơi khô ráo.


Không sử dụng trong quá trình mang thai và đang cho con bú. Riêng phiên bản Serum Nách BareSoul Khử Mùi, Giảm Sần & Dưỡng Sáng 20g không chứa muối nhôm nên an toàn cho mẹ bầu và da nhạy cảm.


Tip:


Sử dụng kèm muối tắm gội đa năng Free Body & Hair Scrub / Bliss Body & Hair Scrub từ 2-3 lần/tuần giúp tẩy tế bào chết cho vùng dưới cánh tay trở nên sáng mịn, đều màu hơn và nâng cao khả năng khử mùi, đồng thời hỗ trợ dưỡng chất thẩm thấu nhanh và hiệu quả hơn.


Có thể thoa bản ngăn mồ hôi / bản khử mùi trước bản che khuyết điểm để ngăn ngừa đổ mồ hôi, tăng cường khả năng khử mùi và dưỡng sáng vùng da dưới cánh tay.


Phiên bản Serum Nách BareSoul Che Khuyết Điểm, Mờ Thâm 20g có thể làm sạch bằng sữa tắm thông thường mà không cần tẩy trang.

 ","Da sạm, xỉn, không đều màu"
